IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0031,q0033,q0034,q0036,q0037,q0039,q0040,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0053,q0055,q0056,q0057,q0058,q0060,q0061,q0063,q0064,q0065,q0066,q0069,q0071,q0072,q0073,q0074,q0075,q0076,q0079,q0080,q0081,q0084,q0086,q0087,q0088,q0090,q0091,q0092,q0094,q0095,q0096,q0097,q0099,q0100,q0103,q0105,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0129,q0131,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
143001,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,northeast,1,3,1,2,3,3,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78,19,12,18,13,12,12,11,10
141062,SM,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,MultiRacial,south,1,3,2,1,1,2,1,2,1,2,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,4,98,16,20,20,14,16,10,18,19
141061,SM,65,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,4,2,1,1,1,2,1,1,1,1,2,2,3,1,3,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,87,16,14,17,13,17,14,12,15
141024,SM,25,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,66,18,11,11,11,10,10,13,13
143006,SM,40,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,1,3,1,2,3,3,4,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,68,25,10,12,13,11,12,10,16
141029,SM,34,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,south,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,2,1,1,4,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,3,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,3,2,2,2,2,2,2,1,2,2,98,11,17,19,16,19,14,13,20
141028,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,MultiRacial,south,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,3,70,13,14,11,13,11,11,10,15
141114,SM,37,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,3,2,2,2,2,2,3,3,3,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,92,14,16,24,15,13,13,11,11
141027,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,2,1,2,1,1,2,3,3,2,2,3,2,4,2,3,4,2,3,4,2,1,2,2,2,4,3,1,2,1,2,1,1,2,4,2,3,3,2,3,4,3,2,1,1,2,2,2,1,2,1,2,3,1,1,1,1,1,2,1,1,1,2,1,2,1,2,3,4,3,2,4,1,4,2,2,124,15,26,26,19,24,16,13,27
141116,SM,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,11,13,14,13,12,10,10,10
141112,SM,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,3,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,67,17,10,11,13,12,10,11,12
143002,SM,34,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,3,1,1,1,3,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,86,13,13,13,14,15,17,14,12
141118,SM,40,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,3,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,3,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,85,17,13,15,17,16,12,12,15
141122,SM,32,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,2,4,1,2,2,1,3,3,4,2,3,2,1,1,2,3,3,2,1,2,1,3,2,1,1,2,2,1,4,3,3,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,94,24,20,20,17,10,16,11,14
141032,SM,45,41.00 to 50.99 years,Male,Some college or associate degree,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,10,10,10,10,10,10,10,10
141113,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,1,3,1,2,1,2,1,1,1,2,3,3,3,3,3,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,3,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,4,3,3,2,2,1,2,3,2,107,15,26,19,18,15,15,14,23
141111,SM,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,3,2,2,2,2,2,1,3,2,2,2,2,2,1,2,1,1,3,1,3,3,3,2,2,2,1,2,2,2,3,1,2,1,2,1,2,1,2,2,3,3,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,3,2,2,1,2,3,2,101,21,17,22,17,18,14,13,21
143007,SM,36,31.00 to 40.99 years,Female,Some college or associate degree,White,northeast,2,3,2,3,1,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,1,3,2,2,3,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,104,23,22,21,20,17,12,12,19
141110,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,67,15,10,12,13,11,10,11,11
141109,SM,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,3,3,2,2,2,3,1,3,3,2,2,1,1,1,2,1,1,2,3,3,2,3,3,3,1,2,1,3,1,3,4,1,2,1,2,1,1,1,2,3,2,3,2,3,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,3,2,101,24,17,22,18,22,10,12,15
143015,SM,31,31.00 to 40.99 years,Male,Did not complete high school (no diploma),Hispanic,northeast,3,3,3,2,3,3,2,3,3,1,2,2,3,2,3,2,2,3,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,91,26,23,21,14,11,12,10,13
143016,SM,28,21.00 to 30.99 years,Female,Did not complete high school (no diploma),Hispanic,northeast,3,3,2,3,3,3,4,3,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,75,29,13,10,10,21,11,10,15
144014,SM,44,41.00 to 50.99 years,Male,Bachelor's degree or higher,Black,south,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,15,10,10,11,10,10,10,10
144008,SM,64,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,65,11,11,10,11,11,10,12,11
144016,SM,54,51.00 to 64.99 years,Female,Some college or associate degree,White,south,1,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,70,15,10,11,13,11,12,13,13
144022,SM,57,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,2,3,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,3,2,2,1,3,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,85,18,13,18,13,16,10,15,13
144035,SM,57,51.00 to 64.99 years,Male,Some college or associate degree,White,northeast,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,14,11,11,11,10,10,11,10
141117,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,3,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,3,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,86,15,15,16,13,16,12,14,19
144024,SM,50,41.00 to 50.99 years,Female,Some college or associate degree,White,south,2,2,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,74,16,12,10,13,16,12,11,17
144049,SM,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,3,1,3,1,2,1,4,3,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,87,19,12,12,15,11,24,13,16
144011,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,2,2,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,98,14,16,17,18,22,12,13,13
144023,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,61,11,10,10,10,10,10,11,12
144009,SM,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,67,10,10,14,11,11,10,11,10
144045,SM,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,14,10,12,10,11,14,10,10
144012,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,2,1,1,1,2,3,1,1,1,2,2,1,2,1,1,1,2,2,3,1,2,2,2,2,2,2,3,3,1,2,1,1,1,1,3,3,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,3,1,3,1,2,96,16,15,19,18,17,14,13,18
143028,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,73,12,12,13,12,14,11,11,12
144055,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,77,12,12,12,14,16,10,13,12
144036,SM,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,2,4,1,2,1,3,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,4,2,2,3,2,4,1,2,3,1,80,19,15,14,13,13,12,13,24
144017,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,3,1,1,1,2,1,2,1,3,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,83,13,13,13,16,14,12,15,12
144048,SM,25,21.00 to 30.99 years,Female,Some college or associate degree,White,northeast,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,16,10,10,10,10,10,11,10
143027,SM,47,41.00 to 50.99 years,Male,Did not complete high school (no diploma),White,northeast,2,2,2,3,2,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,66,22,11,11,12,10,12,10,12
143029,SM,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,2,3,1,2,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71,18,11,11,13,13,13,10,10
144053,SM,71,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,northeast,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63,14,12,11,10,10,10,10,10
144010,SM,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,78,12,13,15,13,16,10,11,11
