n_Eng,mean_Eng,sd_Eng,ES_Eng,n_Sp,mean_Sp,sd_Sp,ES_Sp,diff,ES_diff
1114,81.28,20.11,NA,33,77.79,16.2,-0.19,3.49,0.19
