n_Eng,mean_Eng,sd_Eng,ES_Eng,n_Sp,mean_Sp,sd_Sp,ES_Sp,diff,ES_diff
1083,79.01,21.6,NA,16,88.81,21.59,0.45,-9.8,-0.45
