IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0013,q0014,q0016,q0018,q0020,q0021,q0023,q0024,q0026,q0027,q0029,q0030,q0031,q0032,q0033,q0034,q0036,q0037,q0040,q0041,q0043,q0044,q0046,q0047,q0049,q0050,q0051,q0053,q0054,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0067,q0068,q0069,q0073,q0075,q0076,q0077,q0081,q0082,q0083,q0084,q0086,q0087,q0089,q0090,q0091,q0092,q0093,q0096,q0098,q0099,q0100,q0101,q0103,q0104,q0105,q0106,q0108,q0111,q0113,q0114,q0115,q0117,q0118,q0119,q0122,q0126,q0127,q0128,q0129,q0130,q0131,q0132,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
141017,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,1,2,1,2,2,1,1,2,1,2,2,3,1,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,3,2,4,1,2,3,1,1,1,3,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,105,15,17,21,20,18,11,18,16
141019,SM,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,2,2,1,3,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,3,2,1,2,1,3,3,2,2,2,2,2,2,1,2,3,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,92,20,15,21,17,13,12,14,17
141022,SM,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,2,1,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,3,1,2,2,4,3,2,3,3,3,1,2,2,1,2,2,2,2,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,4,1,4,3,2,2,1,3,2,2,1,2,2,3,3,112,13,17,23,21,17,12,22,21
141023,SM,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,2,2,2,1,2,3,2,2,1,2,1,1,2,2,1,3,2,2,2,2,3,2,1,2,3,1,2,2,3,4,4,1,1,4,1,1,1,2,2,1,1,1,2,4,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,1,1,2,1,1,2,1,2,2,108,19,17,20,22,19,13,17,15
141024,SM,25,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,1,2,2,2,2,2,3,1,1,1,1,2,1,1,2,1,1,2,2,2,3,2,2,3,1,3,2,3,2,1,3,2,2,2,1,1,1,1,1,1,2,1,2,2,2,3,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,4,4,3,1,4,2,2,2,3,1,2,3,101,17,14,23,15,17,14,18,23
141025,SM,22,21.00 to 30.99 years,Male,Some college or associate degree,Asian,south,1,2,2,3,2,2,3,1,2,1,2,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,4,3,4,3,3,2,4,4,3,2,1,1,4,2,1,4,1,2,2,4,1,2,4,3,3,2,1,2,2,3,2,3,3,3,1,1,1,2,2,3,1,3,4,3,3,2,4,3,2,2,1,2,1,1,149,19,23,31,26,24,24,21,21
141027,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,2,2,1,2,3,1,2,4,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,3,4,1,3,1,2,2,3,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,1,2,2,3,3,2,97,15,15,19,17,22,13,11,21
141028,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,MultiRacial,south,1,1,2,1,3,1,2,2,1,1,2,3,4,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,3,2,3,2,2,4,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,4,2,2,1,3,2,3,2,1,1,1,1,106,15,21,18,20,15,15,17,17
141029,SM,34,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,south,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,3,1,1,2,2,1,2,1,1,2,1,1,2,4,1,1,1,3,2,2,1,3,4,2,3,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,1,3,2,2,1,1,3,1,1,1,1,1,1,1,104,15,15,17,15,26,12,19,12
141030,SM,41,41.00 to 50.99 years,Female,Some college or associate degree,White,south,2,3,4,3,3,2,2,1,1,2,1,2,4,1,1,2,2,3,2,1,1,3,3,2,3,1,2,2,1,3,2,3,3,2,1,2,2,1,1,1,3,3,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,3,3,1,1,2,1,2,1,3,3,2,1,2,2,1,1,3,2,2,2,112,23,19,21,18,22,12,20,18
141031,SM,42,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,3,2,3,3,1,3,1,2,2,1,2,3,2,1,2,2,3,1,2,1,3,2,2,2,3,3,1,4,3,2,3,3,4,2,2,2,1,2,1,3,1,2,2,3,1,2,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,4,2,3,2,1,1,1,108,22,19,24,22,20,12,11,20
141032,SM,45,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,3,3,1,3,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,3,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,3,1,3,1,1,1,1,3,2,2,2,1,1,2,2,96,19,14,18,15,16,17,16,17
141033,SM,41,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,2,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,3,3,3,2,1,2,2,2,2,1,2,2,2,3,3,2,2,2,2,1,3,3,2,2,3,3,2,3,3,4,3,2,1,1,2,2,1,2,2,3,2,1,1,2,2,2,2,3,2,1,1,3,2,3,3,2,3,2,3,3,3,3,4,3,128,19,23,19,22,25,18,21,29
141061,SM,65,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,2,1,1,2,2,2,2,2,3,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,104,19,16,19,22,18,10,19,18
141062,SM,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,MultiRacial,south,1,1,3,1,2,2,2,2,2,1,3,3,3,2,2,2,2,1,2,2,1,4,1,2,3,2,4,3,2,3,2,3,2,4,2,2,2,2,2,1,2,4,1,3,1,2,3,3,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,120,17,22,25,22,22,13,16,20
141109,SM,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,3,3,1,2,2,2,1,3,2,1,3,1,1,1,2,2,3,1,2,3,3,3,2,1,2,2,1,1,2,4,3,4,1,3,4,1,1,1,2,2,1,2,2,1,4,4,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,3,3,2,1,2,2,1,1,3,2,3,3,111,21,17,20,24,21,12,17,20
141110,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,1,2,2,1,2,2,3,1,2,1,1,1,1,1,1,2,2,1,3,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,1,3,2,1,2,2,1,1,1,85,19,13,17,14,14,11,16,16
141111,SM,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,2,1,2,2,75,15,11,15,15,10,11,13,15
141112,SM,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,2,1,3,1,2,1,2,3,2,3,1,3,3,2,3,3,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,3,1,2,2,3,2,1,2,1,1,1,2,1,1,1,113,17,15,20,19,25,16,18,13
141113,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,2,2,3,2,1,2,2,2,2,3,1,1,2,1,2,3,1,2,2,1,2,2,1,2,1,2,1,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,3,2,2,2,2,1,2,3,1,2,97,19,18,16,17,14,15,17,20
141114,SM,37,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,1,1,2,1,1,2,1,1,2,1,3,4,2,2,2,1,2,3,3,2,2,4,4,4,2,3,2,4,4,1,1,2,3,1,2,2,1,1,1,2,2,1,1,2,2,2,3,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,122,13,23,31,15,17,17,19,11
141115,SM,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,4,2,1,2,3,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,2,2,2,1,1,1,2,1,1,1,2,1,3,93,11,13,18,17,16,11,18,14
141116,SM,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,1,3,1,1,3,2,1,2,3,4,2,3,2,1,1,1,2,2,2,2,3,2,3,2,1,2,1,2,3,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,3,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,97,18,20,21,14,13,12,17,14
141117,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,3,1,1,1,1,1,1,2,2,1,3,1,1,1,1,2,2,1,1,4,2,2,1,1,2,2,2,2,2,2,1,4,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,94,15,15,19,18,17,12,13,15
141118,SM,40,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,81,17,12,16,13,13,13,14,16
141122,SM,32,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,1,1,2,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,3,1,2,1,2,1,1,2,94,16,13,20,13,14,20,14,16
141183,SM,44,41.00 to 50.99 years,Female,Some college or associate degree,Hispanic,south,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,62,12,10,10,11,11,10,10,11
141191,SM,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,2,1,3,2,1,2,3,1,2,3,2,1,2,2,2,1,1,2,2,1,2,1,2,2,3,1,3,2,2,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,2,1,2,2,1,2,2,1,2,1,2,1,3,97,19,17,19,15,15,12,19,17
141195,SM,68,65.00 to 99.99 years,Female,Some college or associate degree,MultiRacial,south,2,1,3,1,2,3,3,2,1,2,2,2,4,2,1,2,1,2,2,1,4,3,2,4,2,2,4,4,2,4,3,2,4,3,1,2,3,2,1,1,2,4,1,3,2,1,4,3,1,3,3,2,1,1,1,2,1,2,1,1,2,2,1,2,1,3,1,2,3,2,3,1,2,3,1,2,2,4,1,2,130,20,19,31,22,24,15,19,21
141196,SM,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,73,13,11,12,16,12,11,11,15
141197,SM,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,2,1,2,1,2,2,3,1,1,3,1,1,1,3,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,3,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,88,16,10,17,16,17,12,16,13
141198,SM,38,31.00 to 40.99 years,Male,Some college or associate degree,White,south,1,2,3,2,3,1,1,1,2,2,1,1,1,1,1,1,1,2,3,1,3,1,1,2,2,1,3,2,2,2,2,2,1,2,1,1,2,1,1,1,3,2,1,1,2,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,2,1,1,2,1,1,1,1,1,1,1,93,18,13,19,14,21,10,16,11
141199,SM,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,1,1,2,1,3,2,2,1,2,1,2,1,1,1,1,1,3,2,2,1,2,4,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,2,1,2,2,1,2,2,1,2,2,90,16,15,19,12,17,12,15,17
141200,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,2,2,2,2,1,1,2,2,3,1,2,1,1,1,1,1,4,2,1,3,1,4,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,93,16,17,23,12,16,13,12,14
141201,SM,34,31.00 to 40.99 years,Female,High school graduate (including GED),White,south,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,3,1,2,1,1,2,2,2,2,2,1,2,3,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,4,1,1,1,1,2,2,2,3,1,2,1,2,3,3,3,86,15,15,17,15,12,12,15,22
141202,SM,34,31.00 to 40.99 years,Male,Some college or associate degree,White,south,2,3,3,2,3,3,1,3,4,2,2,1,3,1,1,1,1,1,3,2,3,3,2,2,2,1,3,3,2,4,1,3,2,4,1,3,3,1,1,3,3,1,2,1,1,1,3,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,4,2,1,1,2,2,2,2,1,2,2,110,26,16,25,22,18,11,18,17
141203,SM,25,21.00 to 30.99 years,Male,Did not complete high school (no diploma),White,south,1,1,3,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,1,1,2,1,2,2,79,17,13,15,12,13,12,14,15
141204,SM,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,3,1,3,2,1,2,3,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,88,15,13,20,15,13,11,16,11
141205,SM,41,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,2,2,2,3,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,81,19,13,13,14,15,16,10,13
141206,SM,39,31.00 to 40.99 years,Female,Some college or associate degree,White,south,2,2,2,2,2,1,2,1,1,1,2,2,3,1,2,1,2,2,3,2,2,2,2,2,2,2,3,3,3,4,3,2,2,3,2,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,121,16,20,25,19,20,16,21,20
141207,SM,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,1,2,1,2,1,2,1,2,2,2,2,3,1,1,2,2,2,2,3,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,3,1,3,2,2,2,2,1,2,1,1,2,1,2,1,102,15,20,17,16,16,15,18,15
141208,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,3,2,2,3,1,2,2,2,3,2,2,4,1,2,2,1,1,2,1,2,2,1,3,2,1,4,2,4,3,2,2,2,3,1,2,2,2,2,1,1,1,1,2,2,1,2,3,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,1,3,2,2,2,1,1,2,1,1,2,2,1,1,108,22,18,24,19,16,12,19,14
141209,SM,35,31.00 to 40.99 years,Female,Some college or associate degree,White,south,1,1,2,2,2,1,1,1,1,1,1,2,3,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,3,1,1,1,3,3,1,1,2,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,2,2,2,2,3,3,3,3,93,13,18,16,12,21,11,15,22
141210,SM,35,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,3,3,3,4,3,2,2,2,1,2,2,1,2,2,2,3,1,1,2,2,2,2,2,3,3,1,1,1,1,2,1,1,2,2,3,2,1,2,1,2,2,3,3,2,2,2,2,2,2,1,3,2,2,3,120,24,20,25,19,20,15,21,21
141212,SM,30,21.00 to 30.99 years,Male,Some college or associate degree,White,south,2,1,2,2,2,1,2,2,1,1,3,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,1,3,1,2,2,2,1,3,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,101,16,16,15,20,18,15,17,16
141213,SM,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,1,1,3,2,2,2,2,1,3,2,3,2,2,2,1,2,2,2,2,1,1,3,1,3,2,2,3,2,1,3,2,2,1,2,1,3,2,1,1,1,3,2,1,1,2,1,2,2,1,2,3,1,1,1,1,2,1,1,1,1,2,3,1,2,4,4,2,4,3,2,3,2,3,1,1,1,2,1,2,2,113,19,19,21,16,17,13,27,18
141214,SM,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,70,17,12,12,10,11,12,13,14
141215,SM,52,51.00 to 64.99 years,Female,Some college or associate degree,Hispanic,south,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,3,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,82,13,12,16,16,15,10,13,12
141216,SM,56,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,1,3,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,3,1,2,2,1,1,3,3,3,2,3,2,2,2,1,1,2,1,1,1,2,1,2,2,3,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,95,18,13,21,17,18,13,13,17
143001,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,northeast,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,3,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,84,13,13,19,12,17,10,13,10
