raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
10,NA,36,39,39,41,45,44,44,41
11,NA,41,46,45,50,55,53,53,48
12,NA,44,51,49,55,60,56,56,52
13,NA,46,55,52,59,62,58,58,55
14,NA,49,58,56,62,63,59,60,56
15,NA,50,63,59,63,64,60,62,57
16,NA,52,65,61,64,65,62,63,60
17,NA,54,66,63,66,65,63,65,62
18,NA,56,66,63,67,65,66,66,63
19,NA,57,66,65,67,67,66,67,64
20,NA,58,67,65,67,67,66,67,66
21,NA,59,69,65,67,67,66,67,67
22,NA,60,69,67,67,69,69,69,67
23,NA,61,69,69,69,69,69,69,67
24,NA,61,69,69,69,69,69,69,67
25,NA,63,69,69,69,69,69,71,67
26,NA,64,69,69,71,69,69,71,67
27,NA,65,69,69,71,69,69,71,67
28,NA,69,69,69,71,69,69,71,67
29,NA,69,69,69,71,69,69,71,69
30,NA,69,71,69,71,69,69,71,71
31,NA,69,71,71,71,69,71,71,71
32,NA,69,71,71,71,69,71,71,71
33,NA,69,71,71,71,69,71,71,71
34,NA,69,71,71,71,69,71,71,71
35,NA,69,71,71,71,71,71,71,71
36,NA,69,71,71,71,71,71,71,71
37,NA,69,71,71,71,71,71,71,71
38,NA,69,71,71,71,71,71,71,71
39,NA,69,71,71,71,71,71,71,71
40,NA,69,71,71,71,71,71,71,71
41,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,35,NA,NA,NA,NA,NA,NA,NA,NA
61,40,NA,NA,NA,NA,NA,NA,NA,NA
62,40,NA,NA,NA,NA,NA,NA,NA,NA
63,42,NA,NA,NA,NA,NA,NA,NA,NA
64,44,NA,NA,NA,NA,NA,NA,NA,NA
65,45,NA,NA,NA,NA,NA,NA,NA,NA
66,47,NA,NA,NA,NA,NA,NA,NA,NA
67,48,NA,NA,NA,NA,NA,NA,NA,NA
68,50,NA,NA,NA,NA,NA,NA,NA,NA
69,52,NA,NA,NA,NA,NA,NA,NA,NA
70,53,NA,NA,NA,NA,NA,NA,NA,NA
71,54,NA,NA,NA,NA,NA,NA,NA,NA
72,55,NA,NA,NA,NA,NA,NA,NA,NA
73,56,NA,NA,NA,NA,NA,NA,NA,NA
74,57,NA,NA,NA,NA,NA,NA,NA,NA
75,57,NA,NA,NA,NA,NA,NA,NA,NA
76,58,NA,NA,NA,NA,NA,NA,NA,NA
77,58,NA,NA,NA,NA,NA,NA,NA,NA
78,59,NA,NA,NA,NA,NA,NA,NA,NA
79,60,NA,NA,NA,NA,NA,NA,NA,NA
80,61,NA,NA,NA,NA,NA,NA,NA,NA
81,61,NA,NA,NA,NA,NA,NA,NA,NA
82,61,NA,NA,NA,NA,NA,NA,NA,NA
83,61,NA,NA,NA,NA,NA,NA,NA,NA
84,61,NA,NA,NA,NA,NA,NA,NA,NA
85,62,NA,NA,NA,NA,NA,NA,NA,NA
86,63,NA,NA,NA,NA,NA,NA,NA,NA
87,63,NA,NA,NA,NA,NA,NA,NA,NA
88,64,NA,NA,NA,NA,NA,NA,NA,NA
89,64,NA,NA,NA,NA,NA,NA,NA,NA
90,64,NA,NA,NA,NA,NA,NA,NA,NA
91,64,NA,NA,NA,NA,NA,NA,NA,NA
92,64,NA,NA,NA,NA,NA,NA,NA,NA
93,64,NA,NA,NA,NA,NA,NA,NA,NA
94,65,NA,NA,NA,NA,NA,NA,NA,NA
95,65,NA,NA,NA,NA,NA,NA,NA,NA
96,65,NA,NA,NA,NA,NA,NA,NA,NA
97,65,NA,NA,NA,NA,NA,NA,NA,NA
98,65,NA,NA,NA,NA,NA,NA,NA,NA
99,65,NA,NA,NA,NA,NA,NA,NA,NA
100,65,NA,NA,NA,NA,NA,NA,NA,NA
101,65,NA,NA,NA,NA,NA,NA,NA,NA
102,65,NA,NA,NA,NA,NA,NA,NA,NA
103,65,NA,NA,NA,NA,NA,NA,NA,NA
104,65,NA,NA,NA,NA,NA,NA,NA,NA
105,65,NA,NA,NA,NA,NA,NA,NA,NA
106,65,NA,NA,NA,NA,NA,NA,NA,NA
107,65,NA,NA,NA,NA,NA,NA,NA,NA
108,65,NA,NA,NA,NA,NA,NA,NA,NA
