n_Eng,mean_Eng,sd_Eng,ES_Eng,n_Sp,mean_Sp,sd_Sp,ES_Sp,diff,ES_diff
678,87.57,20.7,NA,17,91.94,17.49,0.23,-4.37,-0.23
