T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,-,27--40,23--40,-,23--40,21--40,22--40,21--40,17--40
74,118--240,23--26,-,24--40,-,20,21,-,-
73,116--117,-,-,-,22,-,-,19--20,-
72,-,-,22,23,-,-,-,-,-
71,114--115,-,-,-,21,19,20,-,16
70,112--113,-,21,22,-,-,-,18,-
69,110--111,21--22,-,-,-,-,-,-,-
68,-,-,-,-,-,18,19,-,-
67,107--109,-,20,21,-,-,-,-,15
66,-,20,-,-,-,-,-,17,-
65,104--106,-,-,20,19--20,17,-,-,-
64,103,19,19,-,-,-,18,-,-
63,101--102,-,-,-,18,-,-,16,-
62,100,-,-,19,-,-,-,-,14
61,98--99,18,18,-,-,16,17,-,-
60,-,-,-,-,17,-,-,-,-
59,95--97,-,-,18,-,-,-,15,-
58,94,17,17,-,-,15,16,-,-
57,92--93,-,-,17,16,-,-,-,13
56,91,-,-,-,-,-,-,-,-
55,90,16,16,-,-,-,-,14,-
54,88--89,-,-,16,15,14,15,-,-
53,-,-,-,-,-,-,-,-,-
52,85--87,15,15,-,-,-,-,-,12
51,84,-,-,15,-,-,14,13,-
50,83,-,-,-,14,13,-,-,-
49,81--82,14,14,-,-,-,-,-,-
48,80,-,-,14,-,-,-,-,-
47,79,-,-,-,13,-,13,12,11
46,77--78,-,-,-,-,12,-,-,-
45,76,13,13,13,-,-,-,-,-
44,75,-,-,-,12,-,-,-,-
43,74,-,-,-,-,-,12,-,-
42,72--73,12,12,-,-,11,-,11,-
41,71,-,-,12,-,-,-,-,10
40,70,-,-,-,11,-,-,-,-
39,69,11,-,-,-,-,11,-,-
38,67--68,-,11,11,-,10,-,10,-
37,66,-,-,-,-,-,-,-,-
36,65,-,-,-,10,-,-,-,-
35,64,10,-,-,-,-,10,-,-
34,63,-,10,10,-,-,-,-,-
33,62,-,-,-,-,-,-,-,-
32,60--61,-,-,-,-,-,-,-,-
31,-,-,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
