IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0031,q0033,q0034,q0036,q0037,q0039,q0040,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0053,q0055,q0056,q0057,q0058,q0060,q0061,q0063,q0064,q0065,q0066,q0069,q0071,q0072,q0073,q0074,q0075,q0076,q0079,q0080,q0081,q0084,q0086,q0087,q0088,q0090,q0091,q0092,q0094,q0095,q0096,q0097,q0099,q0100,q0103,q0105,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0129,q0131,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
141013,SM,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,2,1,1,2,2,2,2,2,3,1,2,1,2,2,2,2,2,3,3,3,1,1,2,2,2,2,3,1,3,4,2,4,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,114,17,19,22,24,21,12,16,12,64,52,62,64,69,62,51,60,47
141014,SM,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,2,1,2,2,1,2,1,3,2,2,1,1,2,2,2,2,3,2,2,2,1,1,2,2,2,2,3,2,2,3,1,2,1,1,1,2,2,2,2,2,3,3,2,2,1,2,2,2,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,3,2,104,16,20,19,17,21,15,12,17,61,50,63,59,58,62,58,51,57
141015,SM,39,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,3,2,1,1,3,2,2,2,1,1,2,1,1,1,1,1,2,3,2,1,2,1,2,2,1,2,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,1,4,2,83,18,15,20,14,11,12,11,19,52,54,55,61,51,42,51,47,60
141019,SM,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,3,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,3,4,2,1,1,1,2,2,1,2,2,2,2,3,3,3,1,2,1,1,2,4,3,2,1,1,1,2,1,2,1,2,2,3,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,3,1,99,18,18,16,23,15,15,12,16,59,54,61,54,68,52,58,51,55
141022,SM,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,3,2,2,3,2,2,3,2,3,2,2,3,3,1,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,2,3,2,1,2,1,2,1,2,2,1,1,2,3,2,3,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,115,21,16,24,20,19,17,19,18,64,59,57,66,63,59,62,63,59
141023,SM,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,76,12,10,16,12,17,11,10,12,48,40,38,54,45,56,47,39,47
141024,SM,25,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,66,18,11,11,11,10,10,13,13,40,54,44,41,41,36,40,54,49
141025,SM,22,21.00 to 30.99 years,Male,Some college or associate degree,Asian,south,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,95,19,15,19,16,14,14,17,18,57,56,55,59,56,50,56,61,59
141029,SM,34,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,south,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,2,1,1,4,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,3,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,3,2,2,2,2,2,2,1,2,2,98,11,17,19,16,19,14,13,20,58,37,59,59,56,59,56,54,61
141030,SM,41,41.00 to 50.99 years,Female,Some college or associate degree,White,south,2,2,2,2,3,2,3,3,3,3,1,1,2,2,1,2,1,1,1,1,1,3,1,1,1,2,2,2,3,3,3,1,3,1,2,1,1,2,4,2,2,2,3,1,2,4,3,3,4,4,3,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,3,3,2,2,2,1,2,1,2,1,2,1,2,114,25,13,19,20,28,16,18,16,64,66,51,59,63,70,60,62,55
141031,SM,42,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,3,3,2,1,2,2,2,1,2,3,3,2,3,2,3,2,3,1,4,2,1,2,3,2,1,1,3,3,2,1,3,2,1,2,2,2,1,3,1,2,4,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,3,4,1,1,2,2,3,4,106,20,26,20,18,16,14,12,23,61,57,71,61,60,54,56,51,65
141032,SM,45,41.00 to 50.99 years,Male,Some college or associate degree,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,10,10,10,10,10,10,10,10,28,31,38,35,34,36,40,39,37
141033,SM,41,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,2,3,1,2,2,3,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,73,22,11,12,14,13,12,11,14,46,60,44,45,51,48,51,47,51
141061,SM,65,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,4,2,1,1,1,2,1,1,1,1,2,2,3,1,3,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,87,16,14,17,13,17,14,12,15,54,50,53,56,48,56,56,51,53
141062,SM,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,MultiRacial,south,1,3,2,1,1,2,1,2,1,2,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,4,98,16,20,20,14,16,10,18,19,58,50,63,61,51,54,40,62,60
141110,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,67,15,10,12,13,11,10,11,11,41,48,38,45,48,42,40,47,44
141111,SM,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,3,2,2,2,2,2,1,3,2,2,2,2,2,1,2,1,1,3,1,3,3,3,2,2,2,1,2,2,2,3,1,2,1,2,1,2,1,2,2,3,3,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,3,2,2,1,2,3,2,101,21,17,22,17,18,14,13,21,59,59,59,64,58,58,56,54,63
141112,SM,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,3,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,67,17,10,11,13,12,10,11,12,41,52,38,41,48,45,40,47,47
141113,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,1,3,1,2,1,2,1,1,1,2,3,3,3,3,3,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,3,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,4,3,3,2,2,1,2,3,2,107,15,26,19,18,15,15,14,23,62,48,71,59,60,52,58,56,65
141114,SM,37,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,3,2,2,2,2,2,3,3,3,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,92,14,16,24,15,13,13,11,11,56,45,57,66,54,48,54,47,44
141116,SM,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,11,13,14,13,12,10,10,10,45,37,51,50,48,45,40,39,37
141118,SM,40,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,3,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,3,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,85,17,13,15,17,16,12,12,15,53,52,51,52,58,54,51,51,53
141122,SM,32,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,2,4,1,2,2,1,3,3,4,2,3,2,1,1,2,3,3,2,1,2,1,3,2,1,1,2,2,1,4,3,3,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,94,24,20,20,17,10,16,11,14,57,64,63,61,58,36,60,47,51
141183,SM,44,41.00 to 50.99 years,Female,Some college or associate degree,Hispanic,south,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,4,2,2,3,3,2,2,2,2,2,3,2,1,3,1,2,2,2,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,1,1,2,3,1,2,2,1,2,1,3,1,1,1,3,1,1,1,2,2,2,3,2,1,1,2,3,2,116,16,20,22,20,22,17,15,20,65,50,63,64,63,63,62,58,61
141191,SM,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,1,3,1,1,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,70,19,11,12,12,12,10,13,11,43,56,44,45,45,45,40,54,44
141195,SM,68,65.00 to 99.99 years,Female,Some college or associate degree,MultiRacial,south,3,3,2,3,2,3,2,3,3,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,3,3,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,3,3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,107,26,20,19,15,17,16,20,21,62,67,63,59,54,56,60,64,63
141196,SM,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,2,3,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,3,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,97,17,16,16,16,13,18,18,18,58,52,57,54,56,48,63,62,59
141197,SM,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,81,15,10,15,15,16,12,13,16,51,48,38,52,54,54,51,54,55
141198,SM,38,31.00 to 40.99 years,Male,Some college or associate degree,White,south,2,3,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,2,1,1,2,1,1,1,4,2,3,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,2,1,2,2,1,81,17,12,13,14,19,11,12,16,51,52,48,48,51,59,47,51,55
141199,SM,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,73,10,13,12,12,14,10,12,16,46,31,51,45,45,50,40,51,55
141200,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,3,1,2,1,1,1,2,3,1,1,2,1,1,1,1,1,2,1,2,2,3,3,2,1,3,2,2,2,4,2,3,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,1,1,3,1,2,1,2,2,1,91,16,13,24,16,13,11,14,16,55,50,51,66,56,48,47,56,55
141201,SM,34,31.00 to 40.99 years,Female,High school graduate (including GED),White,south,3,3,2,3,1,3,3,2,3,3,1,1,2,1,2,1,2,3,2,2,1,1,2,3,2,2,1,3,2,4,2,3,2,1,3,2,1,1,3,2,3,3,3,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,3,1,2,1,1,1,2,2,3,4,1,3,1,3,3,4,104,26,17,21,20,20,12,14,26,61,67,59,63,63,61,51,56,69
141202,SM,34,31.00 to 40.99 years,Male,Some college or associate degree,White,south,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,77,13,13,13,14,14,10,13,13,49,43,51,48,51,50,40,54,49
141203,SM,25,21.00 to 30.99 years,Male,Did not complete high school (no diploma),White,south,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,74,16,12,13,14,12,12,11,17,47,50,48,48,51,45,51,47,57
141204,SM,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,69,15,11,12,10,11,10,15,10,42,48,44,45,34,42,40,58,37
141205,SM,41,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,3,4,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,106,23,18,19,16,18,22,13,17,61,62,61,59,56,58,67,54,57
141206,SM,39,31.00 to 40.99 years,Female,Some college or associate degree,White,south,1,2,1,2,1,2,1,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,4,2,2,2,1,2,1,1,1,4,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,3,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,3,2,2,1,2,1,2,2,2,108,15,20,22,18,18,17,13,19,62,48,63,64,60,58,62,54,60
141207,SM,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,71,12,12,12,11,11,10,15,13,44,40,48,45,41,42,40,58,49
141208,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,3,2,2,1,1,1,2,4,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,2,1,3,4,1,1,1,1,3,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,83,20,12,14,19,13,13,12,13,52,57,48,50,62,48,54,51,49
141209,SM,35,31.00 to 40.99 years,Female,Some college or associate degree,White,south,1,3,3,2,2,2,3,2,2,2,3,2,2,2,1,3,1,1,3,2,2,2,2,1,2,3,2,2,1,2,2,2,3,1,3,2,1,2,3,3,2,3,3,3,1,3,3,3,3,3,2,2,1,2,3,3,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,1,3,1,3,3,128,22,20,19,22,27,20,20,20,67,60,63,59,66,69,65,64,61
141210,SM,35,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,2,4,1,2,3,3,3,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,2,2,1,3,2,1,1,3,3,2,1,1,2,1,2,1,1,1,3,1,2,1,2,4,1,1,1,1,2,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,4,3,4,1,1,91,25,13,17,17,18,15,11,21,55,66,51,56,58,58,58,47,63
