raw,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,TOT_NT,PLA_NT,SOC_NT
10,40,40,40,40,40,40,,40,40
11,40,40,40,41,40,44,,40,40
12,41,43,44,46,41,49,,43,40
13,44,46,48,50,45,53,,46,40
14,47,49,51,53,47,56,,49,40
15,50,51,54,56,50,59,,52,41
16,52,54,56,58,52,62,,54,43
17,54,56,58,60,54,64,,56,45
18,56,57,60,62,56,66,,58,47
19,58,59,62,64,58,68,,60,49
20,60,60,63,65,60,69,,61,51
21,61,62,65,67,61,71,,63,53
22,63,63,66,68,62,72,,64,55
23,64,64,67,69,64,73,,65,56
24,66,65,68,70,65,73,,66,58
25,67,66,69,71,66,75,,67,60
26,68,67,70,71,67,76,,68,61
27,69,67,70,73,68,76,,69,63
28,70,68,71,73,69,76,,70,64
29,71,69,72,74,70,76,,71,66
30,72,70,73,75,71,80,,71,68
31,73,70,73,75,71,80,,71,69
32,73,70,73,75,71,80,,73,70
33,74,71,73,75,71,80,,73,72
34,74,72,73,75,71,80,,74,73
35,74,72,73,75,71,80,,74,75
36,74,72,73,75,71,80,,74,76
37,74,73,73,75,75,80,,74,77
38,74,73,73,75,75,80,,74,79
39,74,73,73,75,76,80,,74,79
40,74,73,73,75,76,80,,74,79
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,40,,
61,,,,,,,40,,
62,,,,,,,40,,
63,,,,,,,40,,
64,,,,,,,40,,
65,,,,,,,40,,
66,,,,,,,40,,
67,,,,,,,40,,
68,,,,,,,40,,
69,,,,,,,40,,
70,,,,,,,40,,
71,,,,,,,41,,
72,,,,,,,41,,
