raw,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,TOT_NT,PLA_NT,SOC_NT
10,40,40,40,40,40,40,,40,40
11,40,40,40,40,45,40,,40,40
12,40,40,44,40,49,42,,43,40
13,44,43,47,44,53,46,,46,40
14,47,46,51,47,56,49,,49,42
15,49,49,54,50,60,52,,51,46
16,52,52,57,52,63,55,,54,48
17,55,54,60,55,66,58,,56,51
18,57,57,63,57,68,60,,58,54
19,59,59,65,59,71,63,,61,56
20,61,61,67,62,73,65,,63,58
21,63,63,70,64,76,67,,64,61
22,65,65,72,66,78,69,,66,63
23,67,67,74,67,80,71,,68,65
24,69,68,76,69,80,73,,70,67
25,71,70,78,71,80,75,,71,68
26,72,72,80,73,80,77,,73,70
27,74,73,80,74,80,77,,74,72
28,75,75,80,76,80,80,,76,73
29,77,76,80,77,80,80,,77,75
30,78,76,80,78,80,80,,77,77
31,78,76,80,80,80,80,,77,77
32,78,80,80,80,80,80,,80,77
33,78,80,80,80,80,80,,80,77
34,78,80,80,80,80,80,,80,77
35,78,80,80,80,80,80,,80,77
36,80,80,80,80,80,80,,80,77
37,80,80,80,80,80,80,,80,77
38,80,80,80,80,80,80,,80,77
39,80,80,80,80,80,80,,80,77
40,80,80,80,80,80,80,,80,77
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,40,,
61,,,,,,,40,,
62,,,,,,,40,,
63,,,,,,,40,,
64,,,,,,,40,,
65,,,,,,,40,,
66,,,,,,,40,,
67,,,,,,,40,,
68,,,,,,,40,,
69,,,,,,,40,,
70,,,,,,,40,,
71,,,,,,,40,,
72,,,,,,,40,,
73,,,,,,,41,,
74,,,,,,,41,,
75,,,,,,,42,,
76,,,,,,,43,,
77,,,,,,,44,,
78,,,,,,,44,,
79,,,,,,,45,,
80,,,,,,,46,,
81,,,,,,,46,,
82,,,,,,,47,,
83,,,,,,,48,,
84,,,,,,,48,,
85,,,,,,,49,,
86,,,,,,,49,,
87,,,,,,,50,,
88,,,,,,,51,,
89,,,,,,,51,,
