raw,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,TOT_NT,PLA_NT,SOC_NT
226,,,,,,,80,,
227,,,,,,,80,,
228,,,,,,,80,,
229,,,,,,,80,,
230,,,,,,,80,,
231,,,,,,,80,,
232,,,,,,,80,,
233,,,,,,,80,,
234,,,,,,,80,,
235,,,,,,,80,,
236,,,,,,,80,,
237,,,,,,,80,,
238,,,,,,,80,,
239,,,,,,,80,,
240,,,,,,,80,,
