raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
10,,40,40,40,40,40,40,40,40
11,,41,40,40,40,48,40,42,41
12,,44,40,42,42,52,41,46,43
13,,48,40,47,45,55,44,49,45
14,,50,40,50,48,58,48,52,48
15,,52,40,53,51,61,52,55,50
16,,54,42,56,54,64,55,58,52
17,,56,44,60,58,66,58,60,53
18,,59,46,61,61,68,61,62,54
19,,61,49,63,65,70,63,64,56
20,,64,50,66,70,70,65,67,57
21,,66,51,68,70,73,67,68,58
22,,67,54,71,73,73,69,70,61
23,,68,57,73,77,77,69,73,64
24,,69,60,73,77,77,72,73,64
25,,69,62,73,77,77,72,73,68
26,,69,64,77,77,77,72,77,73
27,,69,67,77,77,77,72,77,77
28,,69,67,77,77,77,77,77,77
29,,71,67,77,77,77,77,77,77
30,,73,71,77,77,77,77,77,77
31,,73,73,77,77,77,77,77,77
32,,73,73,77,77,77,77,77,77
33,,73,73,77,77,77,77,77,77
34,,77,73,77,77,77,77,77,77
35,,77,73,77,77,77,77,77,77
36,,77,73,77,77,77,77,77,77
37,,77,77,77,77,77,77,77,77
38,,77,77,77,77,77,77,77,77
39,,77,77,77,77,77,77,77,77
40,,77,77,77,77,77,77,77,77
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,40,,,,,,,,
61,40,,,,,,,,
62,40,,,,,,,,
63,40,,,,,,,,
64,40,,,,,,,,
65,40,,,,,,,,
66,40,,,,,,,,
67,40,,,,,,,,
68,40,,,,,,,,
69,40,,,,,,,,
70,40,,,,,,,,
71,40,,,,,,,,
