IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0031,q0033,q0034,q0036,q0037,q0039,q0040,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0053,q0055,q0056,q0057,q0058,q0060,q0061,q0063,q0064,q0065,q0066,q0069,q0071,q0072,q0073,q0074,q0075,q0076,q0079,q0080,q0081,q0084,q0086,q0087,q0088,q0090,q0091,q0092,q0094,q0095,q0096,q0097,q0099,q0100,q0103,q0105,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0129,q0131,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
143007,SM,36,31.00 to 40.99 years,Female,Some college or associate degree,White,northeast,2,3,2,3,1,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,1,3,2,2,3,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,104,23,22,21,20,17,12,12,19,61,61,65,62,63,56,51,51,60
143009,SM,47,41.00 to 50.99 years,Male,Some college or associate degree,Black,northeast,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,66,13,10,11,12,12,10,11,10,40,42,38,42,45,45,39,46,37
143015,SM,31,31.00 to 40.99 years,Male,Did not complete high school (no diploma),Hispanic,northeast,3,3,3,2,3,3,2,3,3,1,2,2,3,2,3,2,2,3,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,91,26,23,21,14,11,12,10,13,55,66,66,62,51,42,51,39,49
143016,SM,28,21.00 to 30.99 years,Female,Did not complete high school (no diploma),Hispanic,northeast,3,3,2,3,3,3,4,3,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,75,29,13,10,10,21,11,10,15,47,73,51,35,34,62,47,39,53
143027,SM,47,41.00 to 50.99 years,Male,Did not complete high school (no diploma),White,northeast,2,2,2,3,2,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,66,22,11,11,12,10,12,10,12,40,60,44,42,45,36,51,39,46
144007,SM,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,2,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,3,2,2,2,2,1,2,1,2,1,1,1,2,2,3,2,1,3,3,1,2,1,2,2,3,2,2,3,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,3,2,1,1,2,2,2,1,2,2,1,102,18,16,18,15,20,19,14,16,60,53,57,57,55,61,63,56,55
144008,SM,64,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,65,11,11,10,11,11,10,12,11,39,36,44,35,41,42,39,51,43
144010,SM,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,78,12,13,15,13,16,10,11,11,49,40,51,52,48,54,39,46,43
144012,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,2,1,1,1,2,3,1,1,1,2,2,1,2,1,1,1,2,2,3,1,2,2,2,2,2,2,3,3,1,2,1,1,1,1,3,3,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,3,1,3,1,2,96,16,15,19,18,17,14,13,18,57,50,55,59,60,56,56,54,58
144016,SM,54,51.00 to 64.99 years,Female,Some college or associate degree,White,south,1,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,70,15,10,11,13,11,12,13,13,44,47,38,42,48,42,51,54,49
144023,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,61,11,10,10,10,10,10,11,12,33,36,38,35,34,36,39,46,46
144024,SM,50,41.00 to 50.99 years,Female,Some college or associate degree,White,south,2,2,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,74,16,12,10,13,16,12,11,17,46,50,48,35,48,54,51,46,57
144025,SM,28,21.00 to 30.99 years,Male,Some college or associate degree,White,south,2,3,2,2,1,2,2,3,2,2,3,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,80,21,16,14,16,11,11,12,13,50,58,57,50,57,42,47,51,49
144035,SM,57,51.00 to 64.99 years,Male,Some college or associate degree,White,northeast,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,14,11,11,11,10,10,11,10,38,45,44,42,41,36,39,46,37
144037,SM,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,2,3,1,2,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,20,11,11,11,11,14,12,10,44,57,44,42,41,42,56,51,37
144044,SM,34,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,2,3,1,2,2,3,2,3,3,2,4,1,2,1,2,2,3,1,1,1,1,1,1,3,1,1,1,4,1,2,3,1,4,1,1,1,1,1,1,3,2,2,2,2,2,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,95,23,18,16,17,21,10,13,14,57,61,60,54,59,62,39,54,51
144048,SM,25,21.00 to 30.99 years,Female,Some college or associate degree,White,northeast,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,16,10,10,10,10,10,11,10,33,50,38,35,34,36,39,46,37
144049,SM,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,3,1,3,1,2,1,4,3,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,87,19,12,12,15,11,24,13,16,53,55,48,45,55,42,68,54,55
144051,SM,37,31.00 to 40.99 years,Female,High school graduate (including GED),White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,10,10,10,10,10,10,10,10,29,31,38,35,34,36,39,39,37
144052,SM,37,31.00 to 40.99 years,Male,High school graduate (including GED),White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,10,10,10,11,11,10,10,10,35,31,38,35,41,42,39,39,37
144053,SM,71,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,northeast,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63,14,12,11,10,10,10,10,10,37,45,48,42,34,36,39,39,37
144054,SM,31,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,10,10,10,10,10,10,10,10,29,31,38,35,34,36,39,39,37
144056,SM,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,northeast,2,2,1,2,2,1,2,2,1,1,1,1,3,1,1,1,2,1,2,2,1,2,1,1,2,3,1,2,2,3,2,1,1,1,2,1,1,1,2,3,2,3,1,3,3,1,2,2,2,3,2,2,1,2,1,1,1,1,1,1,3,2,2,2,1,2,2,2,2,3,2,3,2,1,2,2,1,3,2,1,104,16,15,18,15,22,13,21,19,61,50,55,57,55,63,54,64,60
144059,SM,43,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,65,11,10,11,12,12,10,10,12,39,36,38,42,45,45,39,39,46
144060,SM,28,21.00 to 30.99 years,Male,Some college or associate degree,White,south,1,3,2,1,1,1,2,2,3,2,3,2,3,3,2,2,2,3,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,89,18,23,12,16,13,10,15,16,54,53,66,45,57,48,39,58,55
169001,SM,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,2,2,1,2,1,3,1,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,1,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,80,18,13,16,15,13,11,12,12,50,53,51,54,55,48,47,51,46
169002,SM,43,41.00 to 50.99 years,Male,Bachelor's degree or higher,MultiRacial,west,2,3,1,3,2,3,2,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,75,23,11,13,14,10,14,13,11,47,61,44,48,51,36,56,54,43
169003,SM,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,west,1,3,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,67,20,10,10,11,11,15,10,12,41,57,38,35,41,42,58,39,46
169004,SM,34,31.00 to 40.99 years,Female,High school graduate (including GED),Hispanic,west,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,4,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,1,1,2,2,1,3,1,2,1,1,82,18,11,13,16,16,11,15,15,51,53,44,48,57,54,47,58,53
169005,SM,49,41.00 to 50.99 years,Male,Did not complete high school (no diploma),Hispanic,west,3,4,4,3,3,3,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,4,2,4,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,2,3,3,1,83,29,11,15,14,22,10,11,22,52,73,44,52,51,63,39,46,64
169007,SM,68,65.00 to 99.99 years,Female,Some college or associate degree,White,midwest,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,3,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,78,13,10,13,13,12,12,18,12,49,42,38,48,48,45,51,61,46
169009,SM,34,31.00 to 40.99 years,Female,Some college or associate degree,White,west,1,3,2,1,1,3,4,3,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,3,2,2,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,82,21,15,17,15,10,10,15,13,51,58,55,56,55,36,39,58,49
169010,SM,44,41.00 to 50.99 years,Male,Some college or associate degree,White,west,2,3,1,1,1,1,2,3,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,3,3,1,2,3,2,3,3,79,17,14,16,14,12,11,12,24,50,52,53,54,51,45,47,51,66
169011,SM,68,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,3,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,80,12,13,14,15,15,11,12,15,50,40,51,50,55,52,47,51,53
169012,SM,52,51.00 to 64.99 years,Female,High school graduate (including GED),White,west,1,2,1,2,1,3,1,1,1,2,2,2,1,2,1,2,2,2,1,1,3,2,1,3,2,2,2,3,3,2,4,1,2,2,1,1,2,1,1,2,1,4,2,1,1,3,1,1,1,2,2,1,1,2,4,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,3,2,103,15,16,23,17,17,17,13,16,60,47,57,64,59,56,62,54,55
169014,SM,42,41.00 to 50.99 years,Female,Some college or associate degree,White,west,2,1,1,3,2,2,1,3,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,3,2,3,2,1,2,1,2,1,2,2,3,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,94,19,14,19,18,17,13,13,14,57,55,53,59,60,56,54,54,51
169015,SM,21,21.00 to 30.99 years,Female,High school graduate (including GED),White,west,1,3,1,2,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,3,92,18,16,14,18,16,14,14,20,56,53,57,50,60,54,56,56,61
169016,SM,32,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,west,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,82,15,15,12,13,15,15,12,12,51,47,55,45,48,52,58,51,46
169017,SM,33,31.00 to 40.99 years,Male,Some college or associate degree,Asian,west,2,4,2,1,2,3,3,3,3,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,2,1,2,2,76,25,14,11,13,11,17,10,18,48,65,53,42,48,42,62,39,58
169018,SM,37,31.00 to 40.99 years,Male,Some college or associate degree,White,west,2,3,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,63,16,13,10,10,10,10,10,13,37,50,51,35,34,36,39,39,49
169020,SM,34,31.00 to 40.99 years,Male,Some college or associate degree,White,west,3,4,2,2,3,4,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,27,11,10,13,10,11,10,10,39,68,44,35,48,36,47,39,37
169021,SM,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,66,16,10,11,12,12,10,11,12,40,50,38,42,45,45,39,46,46
169024,SM,69,65.00 to 99.99 years,Female,Some college or associate degree,White,west,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,101,17,17,20,18,15,15,16,19,59,52,59,61,60,52,58,59,60
169025,SM,70,65.00 to 99.99 years,Male,Some college or associate degree,White,west,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,109,20,19,20,15,19,20,16,20,62,57,61,61,55,59,65,59,61
171001,SM,48,41.00 to 50.99 years,Female,Some college or associate degree,White,south,3,4,1,3,1,3,1,3,2,2,2,2,2,1,1,2,1,1,2,3,2,2,1,1,1,2,2,2,1,3,4,1,2,4,3,1,1,1,2,2,2,1,1,3,2,2,2,2,1,2,2,2,2,3,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,3,2,3,1,3,3,2,103,23,17,17,21,18,18,12,23,60,61,59,56,64,58,63,51,65
171002,SM,46,41.00 to 50.99 years,Male,High school graduate (including GED),White,south,2,4,3,4,2,2,4,3,3,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,3,2,3,2,2,1,1,1,4,1,1,4,2,1,1,4,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,3,1,3,1,2,1,3,3,2,95,28,16,11,20,18,16,14,21,57,70,57,42,63,58,60,56,62
171004,SM,36,31.00 to 40.99 years,Female,Some college or associate degree,MultiRacial,south,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,16,10,11,12,10,10,11,10,38,50,38,42,45,36,39,46,37
171008,SM,70,65.00 to 99.99 years,Male,High school graduate (including GED),White,south,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,70,10,12,14,12,10,10,12,14,44,31,48,50,45,36,39,51,51
171011,SM,40,41.00 to 50.99 years,Female,Some college or associate degree,White,northeast,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,15,10,12,13,11,11,11,10,42,47,38,45,48,42,47,46,37
176002,SM,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76,12,10,15,13,14,11,13,10,48,40,38,52,48,50,47,54,37
176004,SM,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,1,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,3,1,3,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,85,17,10,19,13,17,13,13,16,53,52,38,59,48,56,54,54,55
176005,SM,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,3,3,1,3,2,2,2,4,3,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,88,18,11,25,15,14,11,12,13,54,53,44,66,55,50,47,51,49
176008,SM,28,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,2,4,3,2,3,3,2,4,3,2,2,3,1,1,1,1,1,2,1,1,1,1,2,3,1,2,1,3,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,4,1,4,2,2,82,28,14,17,12,16,11,12,20,51,70,53,56,45,54,47,51,61
176010,SM,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,1,2,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,71,14,11,15,11,14,10,10,11,44,45,44,52,41,50,39,39,43
176021,SM,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,2,2,1,2,1,1,3,3,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,78,18,13,11,16,12,15,11,15,49,53,51,42,57,45,58,46,53
176023,SM,38,31.00 to 40.99 years,Male,Some college or associate degree,Asian,west,2,3,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,81,18,14,13,14,17,12,11,13,51,53,53,48,51,56,51,46,49
176025,SM,28,21.00 to 30.99 years,Male,Some college or associate degree,Asian,west,2,4,2,2,1,3,2,4,2,2,2,3,1,1,1,3,2,1,1,2,4,3,2,3,2,2,2,2,3,3,3,1,1,2,3,1,1,2,1,2,4,1,1,1,4,2,2,2,2,1,4,2,2,2,2,2,2,2,3,3,2,1,3,2,2,1,3,3,1,1,1,1,2,4,1,2,1,1,1,3,123,24,17,26,17,20,24,19,17,66,63,59,68,59,61,68,62,57
