IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0013,q0014,q0016,q0018,q0020,q0021,q0023,q0024,q0026,q0027,q0029,q0030,q0031,q0032,q0033,q0034,q0036,q0037,q0040,q0041,q0043,q0044,q0046,q0047,q0049,q0050,q0051,q0053,q0054,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0067,q0068,q0069,q0073,q0075,q0076,q0077,q0081,q0082,q0083,q0084,q0086,q0087,q0089,q0090,q0091,q0092,q0093,q0096,q0098,q0099,q0100,q0101,q0103,q0104,q0105,q0106,q0108,q0111,q0113,q0114,q0115,q0117,q0118,q0119,q0122,q0126,q0127,q0128,q0129,q0130,q0131,q0132,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
182026,SM,50,41.00 to 50.99 years,Female,High school graduate (including GED),White,south,2,1,2,1,2,1,2,1,3,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,89,17,16,18,13,16,12,14,18,46,48,52,50,39,48,46,46,55
182029,SM,35,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,1,1,4,2,2,2,1,1,1,1,1,3,1,1,1,3,1,1,4,1,1,1,2,1,2,1,1,1,2,3,1,3,2,4,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,4,2,2,3,1,1,1,1,1,3,1,1,2,94,16,17,15,16,17,11,18,15,49,46,54,44,48,50,42,55,48
189076,SM,50,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,3,1,1,3,1,1,1,3,2,3,2,1,2,2,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,2,2,3,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,91,13,12,14,15,20,13,17,14,47,37,40,41,45,57,50,53,46
189077,SM,47,41.00 to 50.99 years,Male,Did not complete high school (no diploma),Hispanic,south,1,2,2,3,3,1,1,1,1,1,1,2,2,1,1,2,3,2,2,2,1,1,1,3,1,1,1,1,1,2,1,2,2,4,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,3,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,93,16,18,13,16,16,15,15,18,48,46,56,39,48,48,55,49,55
189078,SM,22,21.00 to 30.99 years,Female,Some college or associate degree,White,south,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,3,1,1,2,1,1,1,2,1,1,3,1,2,3,2,1,1,2,1,1,1,1,3,3,3,1,3,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,90,12,13,13,17,19,15,13,12,46,34,44,39,51,55,55,43,40
189082,SM,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,3,2,3,1,2,2,2,1,2,2,2,1,3,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,3,1,1,2,2,2,1,3,3,2,2,2,3,2,2,2,2,3,1,1,101,17,17,20,17,13,14,20,20,52,48,54,54,51,40,53,59,58
189087,SM,31,31.00 to 40.99 years,Male,Some college or associate degree,White,south,1,2,2,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,87,18,12,14,14,17,15,15,11,45,51,40,41,43,50,55,49,36
189088,SM,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,4,1,2,1,2,2,3,3,3,1,3,2,1,1,1,1,3,1,2,2,1,4,2,1,4,3,2,3,1,2,1,4,1,1,2,1,1,1,3,4,1,2,1,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,2,1,1,1,3,1,2,2,102,21,17,24,15,19,12,15,16,52,57,54,60,45,55,46,49,51
189092,SM,26,21.00 to 30.99 years,Male,Some college or associate degree,White,south,2,1,3,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,3,2,2,4,3,2,2,1,2,2,3,2,2,3,2,4,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,109,18,15,23,20,19,17,15,14,55,51,50,59,57,55,60,49,46
189093,SM,25,21.00 to 30.99 years,Male,High school graduate (including GED),White,south,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,82,16,14,14,13,15,12,14,14,42,46,47,41,39,45,46,46,46
189096,SM,29,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,3,2,2,1,1,1,2,3,1,1,3,1,1,1,4,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,87,17,16,17,15,16,11,12,11,45,48,52,48,45,48,42,40,36
189097,SM,73,65.00 to 99.99 years,Male,Some college or associate degree,White,south,1,1,2,3,1,3,1,1,1,2,1,2,3,4,1,1,2,1,2,2,2,2,2,2,1,2,3,3,1,3,2,1,2,4,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,4,1,1,2,2,2,2,2,4,3,2,3,4,99,16,19,21,19,12,11,17,26,51,46,58,56,55,37,42,53,66
189098,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,2,1,1,1,1,1,1,75,16,11,14,13,11,10,16,11,37,46,37,41,39,33,37,51,36
189099,SM,73,65.00 to 99.99 years,Female,Some college or associate degree,White,south,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,4,3,2,2,2,2,2,1,2,3,1,2,2,3,2,3,1,2,2,2,1,1,1,2,1,1,1,1,4,3,3,2,3,4,2,2,3,3,2,2,3,2,2,2,1,2,1,1,117,14,17,15,22,21,13,29,18,59,40,54,44,61,59,50,70,55
189100,SM,72,65.00 to 99.99 years,Female,Some college or associate degree,White,south,1,1,2,1,1,2,1,1,2,2,4,2,4,1,3,2,4,3,2,2,4,4,3,4,2,4,4,4,3,4,3,2,3,4,2,2,3,2,2,2,3,1,1,1,1,2,3,3,2,2,4,3,2,2,2,3,2,1,1,2,3,1,4,4,4,3,2,4,3,3,3,3,4,2,4,3,4,4,4,4,160,14,27,36,25,19,22,31,35,72,40,70,75,66,55,67,72,75
189101,SM,59,51.00 to 64.99 years,Male,Some college or associate degree,White,south,2,2,2,2,2,1,1,1,1,3,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,3,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,86,17,14,17,14,14,14,13,11,44,48,47,48,43,43,53,43,36
189102,SM,66,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,2,1,2,1,3,1,2,1,2,2,3,2,2,1,1,2,1,1,2,2,1,1,2,2,3,2,2,2,1,2,2,2,2,4,1,1,2,2,2,1,2,2,3,2,1,2,2,3,1,3,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,3,1,1,1,1,2,1,2,2,2,1,2,2,1,1,104,17,17,18,19,21,14,15,16,53,48,54,50,55,59,53,49,51
190002,SM,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,west,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,74,11,10,12,15,14,10,13,10,37,30,32,36,45,43,37,43,33
190004,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,71,13,10,12,13,15,10,11,11,35,37,32,36,39,45,37,36,36
190008,SM,30,21.00 to 30.99 years,Female,Some college or associate degree,Hispanic,south,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,3,2,2,1,3,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,86,15,15,16,13,14,13,15,15,44,43,50,46,39,43,50,49,48
190009,SM,36,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,south,3,3,1,3,3,3,1,1,1,3,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,104,22,19,20,15,16,22,12,17,53,59,58,54,45,48,67,40,53
190013,SM,32,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,4,2,3,1,2,2,1,1,3,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,89,14,14,14,20,16,11,14,11,46,40,47,41,57,48,42,46,36
190014,SM,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,1,1,2,2,2,4,3,1,2,1,1,1,1,1,1,2,2,2,4,2,2,2,3,2,2,1,1,1,1,4,1,2,2,1,1,4,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,2,1,1,1,1,4,1,3,1,1,3,2,2,3,2,1,1,96,19,17,19,18,12,14,16,19,50,53,54,52,53,37,53,51,57
190015,SM,43,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,west,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,87,16,14,16,15,14,12,16,19,45,46,47,46,45,43,46,51,57
190017,SM,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,1,2,2,3,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,71,20,10,14,11,13,11,12,11,35,55,32,41,32,40,42,40,36
190018,SM,37,31.00 to 40.99 years,Female,High school graduate (including GED),Hispanic,west,2,3,2,3,3,2,2,2,3,2,2,2,3,1,1,2,1,1,2,2,2,3,2,2,2,1,2,1,1,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,91,24,17,18,15,12,11,18,17,47,63,54,50,45,37,42,55,53
190022,SM,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,1,1,3,1,1,2,1,1,2,3,2,1,3,1,2,2,3,1,1,1,1,4,2,2,3,2,2,3,2,3,2,3,3,3,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,1,2,1,1,4,1,1,2,1,4,2,3,2,4,3,1,4,3,3,2,3,1,3,3,110,16,17,24,18,13,14,24,26,56,46,54,60,53,40,53,65,66
190024,SM,26,21.00 to 30.99 years,Male,Some college or associate degree,Hispanic,west,2,2,3,3,2,2,1,2,3,3,4,1,4,1,1,1,1,1,2,2,2,3,1,1,3,1,4,3,1,2,2,3,2,4,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,94,23,18,21,19,13,10,13,12,49,61,56,56,55,40,37,43,40
190026,SM,33,31.00 to 40.99 years,Female,Some college or associate degree,MultiRacial,west,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,4,1,2,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,79,13,10,12,13,20,10,14,11,40,37,32,36,39,57,37,46,36
190030,SM,42,41.00 to 50.99 years,Male,Some college or associate degree,Hispanic,west,2,3,1,3,3,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,3,1,2,1,1,4,2,2,2,4,2,2,2,3,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,3,1,1,1,2,2,1,3,1,2,2,1,1,1,1,99,18,15,13,16,24,17,14,15,51,51,50,39,48,64,60,46,48
190032,SM,48,41.00 to 50.99 years,Female,Some college or associate degree,Other,west,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,4,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,11,10,11,14,16,11,10,10,35,30,32,33,43,48,42,32,33
190034,SM,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,2,1,2,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,2,3,3,4,2,1,1,4,1,1,1,4,1,1,2,1,1,2,1,1,3,1,3,1,1,1,2,1,1,1,1,3,1,1,2,2,4,1,4,4,2,2,2,3,3,2,2,3,2,2,4,103,20,12,16,21,17,13,24,25,53,55,40,46,59,50,50,65,65
190047,SM,24,21.00 to 30.99 years,Female,Some college or associate degree,Black,west,2,1,2,1,2,1,3,2,2,2,2,2,4,1,3,2,4,4,4,3,2,1,2,4,4,2,3,3,1,4,2,3,3,4,2,2,2,4,3,1,3,3,1,2,1,3,4,2,2,2,3,2,2,2,3,4,2,2,2,2,2,1,1,4,1,2,1,2,4,3,2,2,4,3,3,2,4,2,3,2,149,18,29,26,26,23,24,21,27,69,51,72,63,67,62,70,60,68
190055,SM,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,Asian,west,1,1,2,1,1,2,1,1,2,3,1,2,3,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,3,1,3,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,92,15,16,16,17,14,13,16,12,48,43,52,46,51,43,50,51,40
190071,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,63,15,11,12,10,10,10,10,13,28,43,37,36,28,30,37,32,43
190073,SM,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,west,1,1,3,2,2,3,2,2,4,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71,22,14,13,13,11,10,10,10,35,59,47,39,39,33,37,32,33
190074,SM,49,41.00 to 50.99 years,Male,Some college or associate degree,Other,west,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,11,10,10,14,14,10,10,10,32,30,32,29,43,43,37,32,33
190081,SM,59,51.00 to 64.99 years,Male,Bachelor's degree or higher,Asian,west,1,1,4,1,3,1,1,1,2,1,3,2,4,1,1,1,1,1,2,1,2,2,1,1,2,1,2,3,2,3,2,2,3,4,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,94,16,17,19,20,12,13,13,11,49,46,54,52,57,37,50,43,36
190085,SM,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,west,2,2,2,3,3,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,3,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,4,2,2,2,1,1,1,1,83,18,12,19,16,12,10,14,17,43,51,40,52,48,37,37,46,53
190086,SM,26,21.00 to 30.99 years,Male,High school graduate (including GED),Other,west,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,63,11,10,10,10,13,10,10,11,28,30,32,29,28,40,37,32,36
190096,SM,59,51.00 to 64.99 years,Female,Some college or associate degree,Black,west,2,2,2,3,2,2,2,2,2,3,2,2,2,1,1,2,1,4,2,2,3,3,1,3,3,3,4,3,3,2,3,3,4,4,3,3,2,2,1,1,2,3,1,2,2,3,3,2,3,2,2,2,1,1,1,3,1,1,1,1,1,2,3,3,3,2,4,3,1,3,3,2,2,4,2,2,3,2,4,1,135,22,19,28,26,23,14,25,25,65,59,58,66,67,62,53,66,65
190097,SM,33,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,2,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,3,1,2,3,2,2,1,1,2,2,2,2,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,4,2,2,2,2,1,2,2,2,1,96,20,19,18,16,13,14,16,20,50,55,58,50,48,40,53,51,58
190101,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,west,1,3,2,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,78,17,11,15,14,12,13,13,14,39,48,37,44,43,37,50,43,46
190102,SM,27,21.00 to 30.99 years,Female,Some college or associate degree,Hispanic,west,1,2,2,3,1,1,1,1,2,2,2,2,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,3,2,3,1,3,2,2,2,3,1,1,1,2,1,2,4,2,4,2,1,3,2,1,3,2,1,2,2,1,2,1,1,2,2,2,1,2,1,4,3,2,1,1,2,2,1,1,1,1,1,2,110,16,15,16,20,22,17,20,13,56,46,50,46,57,60,60,59,43
190103,SM,33,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,3,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,3,2,2,1,2,2,1,1,2,1,1,1,101,18,16,18,19,19,14,15,14,52,51,52,50,55,55,53,49,46
190112,SM,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,Other,west,2,1,2,2,1,2,1,1,1,2,2,3,4,1,2,2,1,3,2,2,1,4,1,4,1,1,1,1,2,2,1,1,2,2,3,1,1,1,1,1,2,4,2,3,2,4,1,1,4,3,3,1,1,1,1,3,1,1,1,1,1,2,2,2,3,3,2,1,1,4,2,1,2,2,2,1,1,1,2,2,115,15,22,18,14,26,14,21,16,58,43,63,50,43,67,53,60,51
193001,SM,21,21.00 to 30.99 years,Male,Some college or associate degree,White,northeast,1,1,1,2,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,66,14,11,10,11,11,10,13,11,31,40,37,29,32,33,37,43,36
193004,SM,46,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,1,2,3,2,3,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,72,18,12,12,14,13,10,11,13,35,51,40,36,43,40,37,36,43
193009,SM,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,1,2,1,3,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,3,3,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,3,2,3,2,2,90,16,15,16,16,15,12,16,20,46,46,50,46,48,45,46,51,58
193051,SM,52,51.00 to 64.99 years,Male,High school graduate (including GED),White,northeast,1,3,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,1,2,1,1,1,2,2,2,1,2,3,2,2,3,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,92,16,14,17,17,20,11,13,15,48,46,47,48,51,57,42,43,48
193052,SM,48,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,2,2,2,2,3,1,2,3,3,2,4,3,3,3,2,3,4,3,2,3,4,3,3,3,3,3,3,2,3,3,4,4,4,3,1,4,3,3,3,2,4,4,2,2,2,3,3,3,3,3,3,4,3,2,3,4,3,3,3,3,2,2,3,4,4,3,4,3,3,3,3,4,4,3,3,2,3,2,2,2,182,22,30,30,31,29,31,31,28,75,59,73,68,74,72,75,72,69
193054,SM,22,21.00 to 30.99 years,Male,Some college or associate degree,White,northeast,2,1,2,2,2,1,1,2,2,2,1,3,2,1,1,1,1,3,2,3,1,3,2,1,2,1,2,1,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,85,17,18,17,14,12,13,11,15,44,48,56,48,43,37,50,36,48
193060,SM,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,1,3,3,3,2,1,1,1,3,3,2,2,2,1,2,3,1,1,2,3,1,2,3,2,1,1,1,2,1,3,4,1,1,3,1,1,3,2,1,1,4,1,2,1,2,2,2,1,1,3,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,3,1,4,2,3,2,1,3,2,1,1,1,1,1,1,106,21,19,17,18,19,14,19,14,54,57,58,48,53,55,53,57,46
193061,SM,47,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,64,14,11,11,10,12,10,10,12,29,40,37,33,28,37,37,32,40
203001,SM,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,south,2,3,3,2,2,1,2,1,1,2,3,1,2,1,1,2,1,1,2,1,1,3,2,3,2,1,1,4,2,3,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,84,19,15,22,11,13,10,13,14,43,53,50,57,32,40,37,43,46
203005,SM,46,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,1,1,1,2,3,1,4,3,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,3,1,2,2,1,1,2,2,2,1,2,1,1,84,18,15,17,13,11,11,17,15,43,51,50,48,39,33,42,53,48
203006,SM,60,51.00 to 64.99 years,Female,Some college or associate degree,White,south,2,3,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,3,2,1,3,2,2,2,1,3,2,2,1,1,1,1,1,1,2,1,2,3,2,2,1,3,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,95,16,15,20,13,20,12,15,16,49,46,50,54,39,57,46,49,51
