IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0031,q0033,q0034,q0036,q0037,q0039,q0040,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0053,q0055,q0056,q0057,q0058,q0060,q0061,q0063,q0064,q0065,q0066,q0069,q0071,q0072,q0073,q0074,q0075,q0076,q0079,q0080,q0081,q0084,q0086,q0087,q0088,q0090,q0091,q0092,q0094,q0095,q0096,q0097,q0099,q0100,q0103,q0105,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0129,q0131,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
143015,Eng,31,31.00 to 40.99 years,Male,Did not complete high school (no diploma),Hispanic,northeast,3,3,3,2,3,3,2,3,3,1,2,2,3,2,3,2,2,3,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,91,26,23,21,14,11,12,10,13,55,68,68,63,51,39,49,39,48
143016,Eng,28,21.00 to 30.99 years,Female,Did not complete high school (no diploma),Hispanic,northeast,3,3,2,3,3,3,4,3,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,75,29,13,10,10,21,11,10,15,46,72,50,34,33,62,44,39,54
144014,Eng,44,41.00 to 50.99 years,Male,Bachelor's degree or higher,Black,south,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,15,10,10,11,10,10,10,10,33,47,37,34,39,35,39,39,36
144008,Eng,64,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,65,11,11,10,11,11,10,12,11,38,35,42,34,39,39,39,49,41
144016,Eng,54,51.00 to 64.99 years,Female,Some college or associate degree,White,south,1,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,70,15,10,11,13,11,12,13,13,42,47,37,39,47,39,49,52,48
144022,Eng,57,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,2,3,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,3,2,2,1,3,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,85,18,13,18,13,16,10,15,13,52,54,50,58,47,54,39,58,48
144035,Eng,57,51.00 to 64.99 years,Male,Some college or associate degree,White,northeast,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,14,11,11,11,10,10,11,10,37,45,42,39,39,35,39,44,36
141117,Eng,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,3,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,3,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,86,15,15,16,13,16,12,14,19,53,47,55,55,47,54,49,56,61
144024,Eng,50,41.00 to 50.99 years,Female,Some college or associate degree,White,south,2,2,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,74,16,12,10,13,16,12,11,17,45,50,46,34,47,54,49,44,58
144049,Eng,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,3,1,3,1,2,1,4,3,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,87,19,12,12,15,11,24,13,16,53,56,46,43,54,39,74,52,56
144011,Eng,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,2,2,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,98,14,16,17,18,22,12,13,13,58,45,58,57,60,64,49,52,48
144023,Eng,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,61,11,10,10,10,10,10,11,12,33,35,37,34,33,35,39,44,45
144009,Eng,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,67,10,10,14,11,11,10,11,10,39,31,37,50,39,39,39,44,36
144045,Eng,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,14,10,12,10,11,14,10,10,39,45,37,43,33,39,56,39,36
144012,Eng,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,2,1,1,1,2,3,1,1,1,2,2,1,2,1,1,1,2,2,3,1,2,2,2,2,2,2,3,3,1,2,1,1,1,1,3,3,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,3,1,3,1,2,96,16,15,19,18,17,14,13,18,58,50,55,60,60,56,56,52,60
143028,Eng,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,73,12,12,13,12,14,11,11,12,44,38,46,47,43,49,44,44,45
144055,Eng,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,77,12,12,12,14,16,10,13,12,47,38,46,43,51,54,39,52,45
144036,Eng,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,2,4,1,2,1,3,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,4,2,2,3,2,4,1,2,3,1,80,19,15,14,13,13,12,13,24,49,56,55,50,47,47,49,52,67
144017,Eng,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,3,1,1,1,2,1,2,1,3,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,83,13,13,13,16,14,12,15,12,51,42,50,47,56,49,49,58,45
