IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
700229,Qual,5,Female,Some college or associate degree,White,midwest,1,2,1,2,3,2,2,2,1,1,2,1,1,3,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,2,1,2,2,1,2,3,1,1,1,1,2,03.5 to 10 mo,87,17,16,13,14,17,11,16,16,50,51,52,43,51,55,45,55,54
700230,Qual,8,Male,High school graduate (including GED),MultiRacial,west,1,1,1,1,3,1,1,1,3,3,1,1,1,4,1,2,2,1,2,2,1,1,2,4,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,3,1,2,1,2,2,2,1,1,1,1,2,03.5 to 10 mo,93,16,17,18,14,15,13,16,15,54,48,55,57,51,50,53,55,51
700231,Qual,4,Female,High school graduate (including GED),Hispanic,south,1,1,1,1,3,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,67,16,10,10,13,14,10,10,11,36,48,33,32,47,47,40,34,39
700232,Qual,5,Female,Some college or associate degree,White,midwest,2,2,2,3,3,1,1,1,4,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,73,21,12,12,12,13,12,12,12,41,61,40,40,44,44,49,42,43
700233,Qual,6,Male,High school graduate (including GED),White,south,1,1,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,03.5 to 10 mo,71,18,20,10,10,10,10,11,11,39,54,61,32,35,33,40,38,39
700235,Qual,5,Female,High school graduate (including GED),Hispanic,south,1,1,1,2,4,1,1,1,4,3,3,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,75,19,16,11,11,15,10,12,11,42,56,52,36,40,50,40,42,39
700236,Qual,8,Female,High school graduate (including GED),MultiRacial,south,2,2,2,1,1,1,2,1,3,3,2,2,2,3,1,2,3,1,2,4,1,2,1,1,3,1,4,1,2,3,1,1,4,4,1,2,1,1,1,2,1,2,1,1,1,2,3,2,2,2,4,3,3,4,1,2,2,1,3,1,2,2,2,3,2,2,2,1,2,3,4,3,3,3,4,4,3,4,3,3,03.5 to 10 mo,121,18,22,19,18,17,24,21,34,68,54,65,59,63,55,75,67,75
700237,Qual,8,Male,Some college or associate degree,White,midwest,1,3,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,03.5 to 10 mo,80,18,13,17,12,11,13,14,14,46,54,44,54,44,37,53,49,49
700238,Qual,7,Male,Did not complete high school (no diploma),White,northeast,1,1,1,1,4,1,1,3,3,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,3,1,2,1,2,1,2,1,2,1,2,2,1,1,03.5 to 10 mo,84,18,15,15,13,14,12,15,15,48,54,49,49,47,47,49,52,51
700239,Qual,5,Female,Some college or associate degree,Black,west,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,67,13,10,10,10,15,10,12,10,36,39,33,32,35,50,40,42,36
700240,Qual,4,Male,Some college or associate degree,Hispanic,northeast,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,65,12,11,10,10,13,10,11,10,35,36,37,32,35,44,40,38,36
700241,Qual,4,Female,Some college or associate degree,MultiRacial,midwest,3,2,1,2,3,1,2,2,3,3,2,2,1,2,3,2,2,2,2,3,3,1,2,3,1,2,2,1,4,2,2,1,2,3,2,1,2,2,1,1,3,4,3,2,2,1,1,3,3,1,1,2,1,1,1,1,1,1,2,1,1,3,2,1,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,03.5 to 10 mo,111,22,21,21,17,23,12,17,20,63,63,63,63,60,67,49,58,63
700242,Qual,6,Female,Some college or associate degree,White,midwest,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,2,2,2,1,1,2,3,3,1,1,1,1,2,2,1,1,2,1,2,3,1,1,1,2,1,1,1,1,4,2,4,3,1,2,1,1,2,2,1,2,2,1,03.5 to 10 mo,95,14,16,11,16,16,16,20,15,55,42,52,36,57,52,63,65,51
700243,Qual,7,Male,Some college or associate degree,White,south,1,2,1,1,1,2,2,1,3,3,2,2,1,3,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,3,1,2,1,1,1,1,2,3,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,3,1,2,2,2,2,03.5 to 10 mo,89,17,17,16,14,17,12,13,19,51,51,55,52,51,55,49,46,61
700244,Qual,7,Female,High school graduate (including GED),White,west,1,2,1,1,2,1,1,1,4,4,2,4,1,4,2,2,1,1,2,2,2,2,2,3,2,2,3,1,1,3,2,2,1,3,1,2,1,1,1,2,1,4,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,3,2,2,2,2,1,2,3,03.5 to 10 mo,104,18,21,21,16,17,13,16,20,60,54,63,63,57,55,53,55,63
700245,Qual,9,Female,Some college or associate degree,Hispanic,northeast,1,2,1,1,1,1,1,2,3,3,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,83,16,14,15,13,13,13,15,11,48,48,47,49,47,44,53,52,39
700247,Qual,5,Male,High school graduate (including GED),White,south,1,1,1,1,3,1,1,2,3,4,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,64,18,13,11,10,10,10,10,10,34,54,44,36,35,33,40,34,36
700248,Qual,6,Male,High school graduate (including GED),Hispanic,west,2,3,1,3,3,2,1,1,3,2,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,71,21,14,13,13,11,10,10,10,39,61,47,43,47,37,40,34,36
700249,Qual,6,Female,High school graduate (including GED),White,south,1,1,1,1,2,1,1,3,3,1,1,1,2,4,1,2,1,1,1,3,1,2,2,4,2,1,1,1,2,1,2,2,1,4,1,1,1,1,2,1,2,1,1,2,1,3,2,4,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,1,4,4,1,1,4,4,2,03.5 to 10 mo,97,15,17,17,16,19,12,16,23,56,46,55,54,57,59,49,55,68
700250,Qual,8,Male,Some college or associate degree,White,south,3,3,1,3,3,3,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,1,1,2,1,1,1,4,2,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,03.5 to 10 mo,82,22,12,13,15,16,13,13,13,47,63,40,43,54,52,53,46,46
700251,Qual,8,Male,High school graduate (including GED),Black,south,1,1,1,1,1,1,1,1,3,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,81,14,16,13,10,19,10,13,10,46,42,52,43,35,59,40,46,36
700252,Qual,10,Female,High school graduate (including GED),White,south,1,1,1,1,1,1,1,1,4,4,4,1,1,4,2,2,1,1,2,1,2,1,1,4,2,1,1,1,1,1,2,2,1,4,2,1,1,2,1,2,1,3,1,1,1,4,1,1,3,4,1,1,1,1,1,2,2,1,4,1,1,2,3,1,1,1,2,1,2,1,1,1,1,3,2,1,1,1,1,1,03.5 to 10 mo,102,16,19,15,18,20,15,15,13,59,48,59,49,63,62,60,52,46
700253,Qual,4,Male,High school graduate (including GED),White,midwest,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,62,15,10,11,11,10,10,10,10,32,46,33,36,40,33,40,34,36
700254,Qual,4,Female,High school graduate (including GED),White,south,1,2,1,2,2,2,2,2,3,3,2,2,2,2,3,3,1,1,2,2,2,2,2,1,4,3,1,1,2,4,1,1,2,3,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,3,1,2,3,2,4,2,3,1,03.5 to 10 mo,96,20,20,22,14,14,12,14,23,55,58,61,65,51,47,49,49,68
700255,Qual,4,Male,High school graduate (including GED),White,west,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,3,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,03.5 to 10 mo,98,21,16,17,15,16,17,17,15,56,61,52,54,54,52,66,58,51
700256,Qual,5,Male,High school graduate (including GED),White,northeast,1,2,1,2,2,1,1,2,3,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,1,2,3,2,2,1,2,4,2,2,1,2,2,2,2,2,2,2,1,1,2,03.5 to 10 mo,115,18,21,18,19,20,16,21,18,65,54,63,57,65,62,63,67,58
700257,Qual,7,Male,High school graduate (including GED),White,south,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,1,2,2,1,4,1,2,2,2,4,3,2,1,2,2,1,2,2,3,1,1,1,1,1,2,2,1,2,3,2,2,1,2,2,1,3,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,3,1,3,2,2,2,2,2,1,1,2,2,2,4,03.5 to 10 mo,111,18,20,21,15,18,18,19,20,63,54,61,63,54,57,68,63,63
700258,Qual,9,Male,High school graduate (including GED),White,south,3,3,3,3,3,2,1,2,2,2,1,1,2,4,1,2,1,1,2,1,1,2,3,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,3,2,2,1,2,2,1,2,1,1,1,1,1,1,03.5 to 10 mo,92,24,16,19,13,13,15,16,13,53,67,52,59,47,44,60,55,46
700259,Qual,9,Female,High school graduate (including GED),Hispanic,midwest,1,1,1,1,3,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4,2,1,1,3,1,2,2,1,1,1,2,2,1,1,1,3,2,2,3,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,3,1,2,2,1,1,1,2,1,1,2,1,1,3,03.5 to 10 mo,91,15,12,17,15,18,13,16,14,52,46,40,54,54,57,53,55,49
700262,Qual,7,Female,Some college or associate degree,Hispanic,south,1,2,1,3,3,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,4,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,78,18,12,17,13,14,10,12,11,44,54,40,54,47,47,40,42,39
700263,Qual,7,Female,Some college or associate degree,White,midwest,3,2,1,2,3,1,1,1,3,3,3,3,2,3,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,3,1,1,2,3,1,1,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,3,1,2,1,2,2,2,2,1,1,1,1,3,1,3,3,1,2,1,2,2,1,1,1,1,3,2,2,2,03.5 to 10 mo,104,20,22,18,17,13,17,17,17,60,58,65,57,60,44,66,58,56
700264,Qual,9,Male,Some college or associate degree,Hispanic,midwest,2,2,1,2,3,2,1,1,3,3,2,2,2,3,2,3,1,1,2,1,1,2,2,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,3,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,03.5 to 10 mo,92,20,19,15,12,15,12,19,15,53,58,59,49,44,50,49,63,51
700265,Qual,7,Female,Some college or associate degree,Hispanic,south,1,2,1,1,1,2,2,1,3,2,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,2,1,1,1,1,2,4,1,3,1,3,3,1,1,1,1,3,2,1,1,2,1,03.5 to 10 mo,91,16,16,11,17,13,14,20,14,52,48,52,36,60,44,56,65,49
700266,Qual,8,Male,High school graduate (including GED),Hispanic,west,1,1,1,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,78,14,11,18,13,16,10,10,11,44,42,37,57,47,52,40,34,39
700267,Qual,8,Male,Some college or associate degree,White,northeast,1,1,1,1,1,1,1,1,4,4,4,3,1,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,4,3,2,3,1,2,3,1,2,2,2,1,2,1,1,1,1,1,3,3,1,2,2,3,3,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,105,16,21,12,16,21,15,20,10,60,48,63,40,57,64,60,65,36
700268,Qual,4,Male,Some college or associate degree,MultiRacial,south,2,2,2,2,2,2,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,3,2,3,1,2,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,82,18,13,13,13,15,11,17,14,47,54,44,43,47,50,45,58,49
700269,Qual,4,Male,Did not complete high school (no diploma),White,south,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,65,13,13,10,10,12,10,10,10,35,39,44,32,35,40,40,34,36
700270,Qual,5,Male,Some college or associate degree,Hispanic,northeast,1,1,3,2,3,2,2,1,1,1,1,1,2,4,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,03.5 to 10 mo,81,17,15,13,14,15,11,13,12,46,51,49,43,51,50,45,46,43
700271,Qual,5,Male,Some college or associate degree,Other,midwest,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,1,1,1,2,03.5 to 10 mo,66,13,10,11,10,13,10,12,14,35,39,33,36,35,44,40,42,49
700272,Qual,8,Female,Some college or associate degree,White,midwest,2,3,2,2,3,2,2,1,2,2,2,2,2,4,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,3,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,3,1,2,2,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,03.5 to 10 mo,107,21,20,18,16,19,13,21,27,61,61,61,57,57,59,53,67,74
700273,Qual,4,Male,Some college or associate degree,Hispanic,west,1,2,1,3,3,1,1,1,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,2,2,2,1,1,1,1,03.5 to 10 mo,72,20,11,12,13,13,10,13,15,40,58,37,40,47,44,40,46,51
700274,Qual,5,Female,Some college or associate degree,Black,midwest,2,2,1,1,1,2,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,3,4,2,4,2,1,2,2,2,2,1,1,2,3,2,2,1,1,1,2,2,1,3,3,3,1,2,3,1,2,3,3,1,3,3,1,3,03.5 to 10 mo,108,15,14,15,19,23,18,19,23,62,46,47,49,65,67,68,63,68
700275,Qual,8,Female,Some college or associate degree,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,03.5 to 10 mo,70,10,10,10,13,17,10,10,13,38,27,33,32,47,55,40,34,46
700276,Qual,7,Male,Some college or associate degree,White,midwest,2,1,1,1,3,1,1,2,4,3,4,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,2,2,2,1,2,2,1,1,03.5 to 10 mo,80,19,15,14,13,15,11,12,17,46,56,49,46,47,50,45,42,56
700277,Qual,8,Female,Some college or associate degree,Black,south,1,1,1,2,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,4,1,2,1,4,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,03.5 to 10 mo,86,15,11,14,15,19,13,14,11,49,46,37,46,54,59,53,49,39
700278,Qual,9,Male,High school graduate (including GED),White,south,1,1,2,2,1,1,3,4,4,4,2,3,2,4,1,3,3,2,4,3,2,3,3,1,3,4,2,2,2,4,1,2,3,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,3,1,2,2,1,1,1,3,2,1,4,2,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,4,3,3,2,03.5 to 10 mo,123,23,27,26,15,16,19,20,24,69,65,74,72,54,52,71,65,70
700279,Qual,9,Male,Some college or associate degree,MultiRacial,midwest,3,3,3,3,1,1,4,4,4,4,2,1,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,1,2,4,1,2,2,2,1,1,1,2,4,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,4,2,3,2,4,1,1,1,3,3,2,2,2,2,2,4,3,3,03.5 to 10 mo,121,30,28,20,20,18,14,21,26,68,75,75,61,67,57,56,67,73
700280,Qual,4,Male,Some college or associate degree,White,south,1,3,1,1,2,2,2,1,4,4,2,1,2,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,1,2,2,1,1,1,3,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,3,1,4,1,2,2,1,1,2,1,1,1,1,1,03.5 to 10 mo,92,21,18,11,15,15,16,17,13,53,61,57,36,54,50,63,58,46
700281,Qual,4,Female,High school graduate (including GED),Hispanic,west,3,3,1,1,2,1,1,1,3,3,4,1,2,4,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,4,1,1,2,4,1,1,1,2,1,1,1,4,1,2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,4,1,2,3,1,2,03.5 to 10 mo,93,19,18,16,15,20,10,14,18,54,56,57,52,54,62,40,49,58
700282,Qual,4,Male,High school graduate (including GED),White,northeast,1,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,61,21,10,10,11,10,10,10,10,31,61,33,32,40,33,40,34,36
700283,Qual,5,Male,Did not complete high school (no diploma),Hispanic,west,3,4,4,3,3,2,2,1,4,3,1,2,1,3,2,2,1,2,1,2,1,4,1,3,2,2,1,4,2,2,3,1,2,4,2,2,2,2,1,2,3,3,2,2,3,2,1,2,2,4,1,1,3,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,03.5 to 10 mo,112,29,17,22,21,24,15,13,16,64,75,55,65,70,69,60,46,54
700285,Qual,5,Female,Some college or associate degree,White,south,1,2,1,2,3,1,1,2,3,3,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,3,1,2,1,1,1,2,1,1,1,2,2,1,2,03.5 to 10 mo,86,19,15,13,15,14,14,15,14,49,56,49,43,54,47,56,52,49
700287,Qual,6,Male,High school graduate (including GED),Hispanic,south,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,4,1,2,1,1,3,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,86,13,16,15,14,15,12,14,10,49,39,52,49,51,50,49,49,36
700288,Qual,5,Male,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,4,4,2,2,2,4,1,2,1,1,1,2,1,1,1,3,1,3,1,1,2,3,1,1,3,2,1,1,1,4,2,1,2,2,1,2,1,2,3,3,4,1,1,1,3,1,1,2,2,1,2,1,1,4,1,1,1,1,3,2,2,1,2,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,105,16,18,17,17,21,15,17,14,60,48,57,54,60,64,60,58,49
700289,Qual,9,Male,Some college or associate degree,White,midwest,3,2,2,2,2,2,2,2,3,3,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,2,1,2,1,1,2,03.5 to 10 mo,78,23,12,14,13,12,15,12,15,44,65,40,46,47,40,60,42,51
700290,Qual,6,Female,High school graduate (including GED),White,west,3,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,4,2,1,1,1,1,1,1,2,1,1,1,2,3,2,4,3,3,4,3,3,3,3,3,4,3,2,3,2,1,2,2,1,2,1,1,4,3,2,2,3,1,4,3,3,3,3,3,4,3,2,03.5 to 10 mo,132,24,20,25,12,28,26,21,29,72,67,61,70,44,75,75,67,75
700291,Qual,4,Female,Some college or associate degree,MultiRacial,south,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,61,13,10,10,10,11,10,10,10,31,39,33,32,35,37,40,34,36
