IDNumber,AgeInMonths,AgeGroup,Gender,ParentHighestEducation,Ethnicity,Region,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
126363,19,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,west,87,17,16,17,14,13,14,13,16,51,54,53,56,49,50,47,48,57
126111,24,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,69,10,11,12,11,10,15,10,10,37,34,37,41,38,39,50,36,41
141002,13,10.00 to 30.99 months,Female,Some college or associate degree,White,south,81,19,14,14,12,13,14,14,14,46,59,47,47,42,50,47,51,52
141001,11,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,84,16,13,14,16,13,15,13,11,49,51,43,47,56,50,50,48,44
141020,24,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,west,96,10,16,20,15,15,18,12,10,57,34,53,65,52,58,60,44,41
141005,13,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,102,14,19,18,19,13,18,15,12,61,46,61,59,65,50,60,55,47
141004,18,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,84,11,14,15,14,14,16,11,10,49,37,47,51,49,54,53,40,41
141003,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,90,15,20,18,13,12,15,12,13,53,49,64,59,46,47,50,44,49
141006,23,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,88,19,17,15,14,12,16,14,13,51,59,56,51,49,47,53,51,49
141021,17,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,96,12,15,17,14,18,18,14,19,57,40,50,56,49,67,60,51,64
141026,24,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,65,16,11,10,11,11,12,10,11,34,51,37,34,38,43,40,36,44
141018,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,Hispanic,west,79,14,14,14,12,13,15,11,11,45,46,47,47,42,50,50,40,44
141081,26,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,77,19,15,14,13,11,12,12,13,43,59,50,47,46,43,40,44,49
141080,29,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,95,11,20,22,14,14,12,13,11,56,37,64,70,49,54,40,48,44
141082,23,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,75,19,12,16,13,10,13,11,18,42,59,40,54,46,39,44,40,62
141083,12,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,94,22,16,16,14,14,15,19,18,56,66,53,54,49,54,50,67,62
141084,28,10.00 to 30.99 months,Male,Bachelor's degree or higher,MultiRacial,south,82,16,12,17,14,14,14,11,10,47,51,40,56,49,54,47,40,41
141067,25,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,92,11,17,18,15,14,15,13,13,54,37,56,59,52,54,50,48,49
141094,19,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,85,13,16,13,14,15,14,13,10,49,43,53,44,49,58,47,48,41
141103,24,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,84,13,19,14,13,12,12,14,10,49,43,61,47,46,47,40,51,41
143013,10,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,northeast,122,26,21,20,19,18,22,22,20,73,74,67,65,65,67,71,75,67
143012,16,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,northeast,89,16,15,17,13,13,16,15,18,52,51,50,56,46,50,53,55,62
158052,14,10.00 to 30.99 months,Female,Some college or associate degree,White,northeast,81,20,12,13,14,12,13,17,15,46,61,40,44,49,47,44,61,55
158056,28,NA,Female,Bachelor's degree or higher,White,northeast,64,10,11,11,10,10,11,11,10,33,34,37,37,34,39,36,40,41
143011,16,10.00 to 30.99 months,Male,Bachelor's degree or higher,Hispanic,northeast,110,24,21,16,20,11,21,21,25,66,70,67,54,68,43,68,73,75
158055,14,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,northeast,100,15,19,15,15,11,22,18,17,60,49,61,51,52,43,71,64,60
158057,18,10.00 to 30.99 months,Female,Some college or associate degree,White,northeast,81,17,13,15,12,11,15,15,15,46,54,43,51,42,43,50,55,55
141162,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,71,13,13,13,11,10,12,12,10,39,43,43,44,38,39,40,44,41
141164,27,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,79,13,14,12,13,16,13,11,11,45,43,47,41,46,61,44,40,44
144001,29,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,northeast,73,13,12,15,12,11,11,12,12,40,43,40,51,42,43,36,44,47
144002,18,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,northeast,78,15,13,12,15,14,12,12,12,44,49,43,41,52,54,40,44,47
143019,26,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,northeast,98,17,16,17,19,11,16,19,16,58,54,53,56,65,43,53,67,57
143032,17,10.00 to 30.99 months,Male,Some college or associate degree,White,northeast,71,10,16,11,11,10,13,10,10,39,34,53,37,38,39,44,36,41
143033,17,10.00 to 30.99 months,Female,Some college or associate degree,White,northeast,71,10,14,10,11,10,14,12,10,39,34,47,34,38,39,47,44,41
141173,26,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,96,11,21,18,15,11,16,15,12,57,37,67,59,52,43,53,55,47
144003,26,10.00 to 30.99 months,Female,Some college or associate degree,White,northeast,102,13,20,20,18,14,13,17,10,61,43,64,65,62,54,44,61,41
143023,10,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,northeast,86,22,18,13,11,11,17,16,28,50,66,58,44,38,43,57,58,75
141185,23,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,116,19,20,21,21,15,21,18,17,70,59,64,67,71,58,68,64,60
141187,21,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,74,10,12,12,12,10,17,11,10,41,34,40,41,42,39,57,40,41
143052,14,10.00 to 30.99 months,Male,High school graduate (including GED),Black,northeast,61,10,10,10,10,10,11,10,10,31,34,33,34,34,39,36,36,41
119085,10,NA,Male,Some college or associate degree,Black,south,109,25,21,18,20,11,20,19,22,65,72,67,59,68,43,65,67,71
146001,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,112,14,15,21,24,17,19,16,12,67,46,50,67,75,64,63,58,47
142018,15,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,northeast,100,19,16,15,16,13,22,18,19,60,59,53,51,56,50,71,64,64
119087,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,101,22,18,17,16,17,18,15,16,60,66,58,56,56,64,60,55,57
209013,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,74,13,14,13,12,11,14,10,10,41,43,47,44,42,43,47,36,41
190005,18,10.00 to 30.99 months,Male,Bachelor's degree or higher,Asian,west,98,10,16,18,17,16,19,12,12,58,34,53,59,59,61,63,44,47
189017,14,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,68,12,12,10,12,10,13,11,14,37,40,40,34,42,39,44,40,52
214001,13,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,82,13,13,14,15,13,17,10,11,47,43,43,47,52,50,57,36,44
189019,14,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,93,21,18,17,16,11,17,14,15,55,64,58,56,56,43,57,51,55
189011,28,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,83,16,14,13,13,11,16,16,10,48,51,47,44,46,43,53,58,41
190016,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,west,110,14,21,23,16,15,20,15,14,66,46,67,72,56,58,65,55,52
216002,29,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,66,11,11,12,12,11,10,10,13,35,37,37,41,42,43,32,36,49
209023,15,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,95,21,19,15,17,11,16,17,19,56,64,61,51,59,43,53,61,64
209019,13,10.00 to 30.99 months,Male,Bachelor's degree or higher,MultiRacial,south,91,12,18,14,16,12,17,14,12,54,40,58,47,56,47,57,51,47
216009,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,98,19,17,21,17,14,15,14,15,58,59,56,67,59,54,50,51,55
209026,28,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,82,13,17,13,12,12,14,14,12,47,43,56,44,42,47,47,51,47
190017,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,west,85,18,12,15,14,12,18,14,14,49,56,40,51,49,47,60,51,52
209011,24,NA,Female,Bachelor's degree or higher,MultiRacial,south,71,16,11,13,13,12,10,12,14,39,51,37,44,46,47,32,44,52
209029,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,west,102,13,17,17,18,15,20,15,15,61,43,56,56,62,58,65,55,55
216014,22,10.00 to 30.99 months,Female,Did not complete high school (no diploma),Black,midwest,91,13,15,21,14,12,17,12,10,54,43,50,67,49,47,57,44,41
190004,20,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,northeast,69,13,15,10,12,11,11,10,10,37,43,50,34,42,43,36,36,41
214014,30,10.00 to 30.99 months,Female,Some college or associate degree,White,midwest,78,12,16,16,11,12,12,11,10,44,40,53,54,38,47,40,40,41
209031,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,78,16,11,14,13,12,14,14,13,44,51,37,47,46,47,47,51,49
209034,11,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,92,17,17,15,18,11,18,13,19,54,54,56,51,62,43,60,48,64
230001,16,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,85,14,15,15,14,12,16,13,20,49,46,50,51,49,47,53,48,67
214020,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,90,15,16,13,15,14,17,15,11,53,49,53,44,52,54,57,55,44
209043,13,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,83,15,15,14,15,11,14,14,11,48,49,50,47,52,43,47,51,44
216015,16,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,midwest,85,16,16,16,13,11,16,13,11,49,51,53,54,46,43,53,48,44
190061,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,west,79,14,11,13,11,17,14,13,10,45,46,37,44,38,64,47,48,41
214018,26,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,94,15,16,17,16,17,14,14,11,56,49,53,56,56,64,47,51,44
214019,11,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,106,19,15,18,18,17,21,17,18,64,59,50,59,62,64,68,61,62
216034,11,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,109,22,21,20,15,12,19,22,20,65,66,67,65,52,47,63,75,67
209037,20,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,west,73,11,11,12,13,14,12,11,13,40,37,37,41,46,54,40,40,49
216035,14,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,82,14,16,13,14,10,15,14,13,47,46,53,44,49,39,50,51,49
216033,21,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,82,15,13,15,16,11,14,13,10,47,49,43,51,56,43,47,48,41
189012,27,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,69,14,12,11,12,10,14,10,10,37,46,40,37,42,39,47,36,41
216030,14,10.00 to 30.99 months,Female,Bachelor's degree or higher,MultiRacial,midwest,79,13,12,12,15,10,17,13,11,45,43,40,41,52,39,57,48,44
212005,20,10.00 to 30.99 months,Female,Bachelor's degree or higher,Asian,west,91,13,17,17,12,14,17,14,10,54,43,56,56,42,54,57,51,41
178006,12,10.00 to 30.99 months,Male,Bachelor's degree or higher,MultiRacial,south,79,21,11,12,12,15,13,16,10,45,64,37,41,42,58,44,58,41
221004,12,NA,Female,Bachelor's degree or higher,White,south,90,20,17,13,13,12,22,13,21,53,61,56,44,46,47,71,48,69
216048,25,10.00 to 30.99 months,Female,Bachelor's degree or higher,Other,midwest,86,18,13,13,16,13,15,16,12,50,56,43,44,56,50,50,58,47
216047,19,10.00 to 30.99 months,Male,Some college or associate degree,MultiRacial,midwest,70,17,12,12,11,10,15,10,13,38,54,40,41,38,39,50,36,49
236012,29,10.00 to 30.99 months,Male,Some college or associate degree,White,west,101,18,17,17,17,20,15,15,12,60,56,56,56,59,74,50,55,47
189032,21,10.00 to 30.99 months,Male,Bachelor's degree or higher,MultiRacial,south,93,13,14,19,15,14,18,13,14,55,43,47,62,52,54,60,48,52
216049,26,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,93,19,17,20,18,11,15,12,13,55,59,56,65,62,43,50,44,49
189018,20,10.00 to 30.99 months,Male,Bachelor's degree or higher,MultiRacial,south,94,15,19,16,16,15,14,14,10,56,49,61,54,56,58,47,51,41
189030,25,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,85,15,10,15,15,17,16,12,10,49,49,33,51,52,64,53,44,41
216013,28,10.00 to 30.99 months,Male,Bachelor's degree or higher,Black,midwest,79,12,13,14,15,11,14,12,14,45,40,43,47,52,43,47,44,52
189021,20,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,76,12,16,14,10,12,12,12,10,43,40,53,47,34,47,40,44,41
221004,12,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,79,17,17,12,13,11,13,13,17,45,54,56,41,46,43,44,48,60
216052,23,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,72,11,11,13,12,11,14,11,12,40,37,37,44,42,43,47,40,47
189022,16,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,96,10,20,14,15,17,16,14,14,57,34,64,47,52,64,53,51,52
189025,12,10.00 to 30.99 months,Male,Bachelor's degree or higher,Hispanic,south,87,18,10,13,15,13,20,16,16,51,56,33,44,52,50,65,58,57
221014,17,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,79,14,13,14,13,11,16,12,14,45,46,43,47,46,43,53,44,52
221014,18,10.00 to 30.99 months,Female,Some college or associate degree,White,south,68,19,11,12,13,10,12,10,11,37,59,37,41,46,39,40,36,44
216054,28,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,79,17,14,13,12,14,12,14,11,45,54,47,44,42,54,40,51,44
190053,24,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,west,80,15,14,17,15,10,12,12,14,46,49,47,56,52,39,40,44,52
189029,22,10.00 to 30.99 months,Male,Some college or associate degree,White,south,98,21,16,20,18,12,16,16,13,58,64,53,65,62,47,53,58,49
189028,22,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,105,13,20,19,18,15,17,16,12,63,43,64,62,62,58,57,58,47
216056,23,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,71,11,12,11,13,10,13,12,10,39,37,40,37,46,39,44,44,41
216057,23,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,65,11,12,10,10,10,13,10,10,34,37,40,34,34,39,44,36,41
212026,20,10.00 to 30.99 months,Male,High school graduate (including GED),MultiRacial,west,108,18,18,20,18,20,17,15,16,65,56,58,65,62,74,57,55,57
189026,21,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,114,16,19,24,22,15,18,16,14,69,51,61,75,74,58,60,58,52
189015,24,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,75,12,13,13,12,10,16,11,10,42,40,43,44,42,39,53,40,41
189033,13,10.00 to 30.99 months,Female,Some college or associate degree,White,south,85,18,16,14,16,10,15,14,11,49,56,53,47,56,39,50,51,44
236013,29,10.00 to 30.99 months,Female,Some college or associate degree,Hispanic,west,68,11,11,12,11,10,13,11,12,37,37,37,41,38,39,44,40,47
189016,27,10.00 to 30.99 months,Female,High school graduate (including GED),White,south,111,23,21,21,16,16,20,17,15,67,68,67,67,56,61,65,61,55
230015,17,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,65,11,10,11,13,10,11,10,11,34,37,33,37,46,39,36,36,44
212019,18,4.00 to 9.99 months,Male,Bachelor's degree or higher,MultiRacial,west,90,21,18,14,15,11,18,14,15,53,64,58,47,52,43,60,51,55
216060,30,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,67,10,10,11,12,13,11,10,10,36,34,33,37,42,50,36,36,41
216062,27,10.00 to 30.99 months,Male,Some college or associate degree,White,midwest,84,17,16,14,14,15,12,13,12,49,54,53,47,49,58,40,48,47
230028,12,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,88,16,17,12,17,13,15,14,14,51,51,56,41,59,50,50,51,52
189031,22,10.00 to 30.99 months,Female,Bachelor's degree or higher,MultiRacial,south,73,14,12,11,13,11,13,13,10,40,46,40,37,46,43,44,48,41
178004,25,10.00 to 30.99 months,Female,Some college or associate degree,White,south,103,21,18,19,16,19,15,16,18,62,64,58,62,56,71,50,58,62
119107,12,10.00 to 30.99 months,Male,High school graduate (including GED),White,south,93,15,12,16,17,15,16,17,11,55,49,40,54,59,58,53,61,44
236014,17,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,west,114,19,23,21,17,17,19,17,18,69,59,72,67,59,64,63,61,62
212209,17,10.00 to 30.99 months,Male,Bachelor's degree or higher,MultiRacial,west,85,19,15,16,13,13,14,14,11,49,59,50,54,46,50,47,51,44
178005,30,NA,Female,Bachelor's degree or higher,MultiRacial,south,117,19,11,22,19,21,25,19,16,70,59,37,70,65,75,75,67,57
230038,30,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,midwest,82,14,13,13,14,12,15,15,11,47,46,43,44,49,47,50,55,44
250002,27,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,86,14,16,17,15,15,10,13,10,50,46,53,56,52,58,32,48,41
230035,16,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,midwest,95,23,21,18,13,15,16,12,13,56,68,67,59,46,58,53,44,49
250016,22,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,84,15,12,13,15,14,13,17,12,49,49,40,44,52,54,44,61,47
250017,22,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,81,14,13,14,13,12,14,15,11,46,46,43,47,46,47,47,55,44
250010,11,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,91,24,18,15,13,14,15,16,18,54,70,58,51,46,54,50,58,62
250009,14,10.00 to 30.99 months,Female,Bachelor's degree or higher,MultiRacial,south,75,16,12,12,12,10,14,15,13,42,51,40,41,42,39,47,55,49
250011,23,10.00 to 30.99 months,Male,Bachelor's degree or higher,Hispanic,south,85,18,13,18,14,16,13,11,10,49,56,43,59,49,61,44,40,41
250003,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,80,16,17,11,11,11,14,16,23,46,51,56,37,38,43,47,58,73
260035,28,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,95,13,19,17,16,12,16,15,11,56,43,61,56,56,47,53,55,44
260027,25,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,63,11,10,11,11,10,10,11,11,32,37,33,37,38,39,32,40,44
119109,26,10.00 to 30.99 months,Male,High school graduate (including GED),Black,south,98,12,18,16,15,13,15,21,10,58,40,58,54,52,50,50,73,41
250006,25,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,110,16,17,20,23,18,17,15,15,66,51,56,65,75,67,57,55,55
260024,27,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,76,11,13,12,12,12,15,12,11,43,37,43,41,42,47,50,44,44
260030,16,10.00 to 30.99 months,Male,Some college or associate degree,White,south,95,17,15,18,17,12,17,16,10,56,54,50,59,59,47,57,58,41
250025,27,10.00 to 30.99 months,Female,Some college or associate degree,White,south,83,13,14,15,11,18,12,13,10,48,43,47,51,38,67,40,48,41
250034,20,10.00 to 30.99 months,Male,Bachelor's degree or higher,Hispanic,south,75,21,14,12,12,11,13,13,11,42,64,47,41,42,43,44,48,44
250015,22,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,82,11,22,12,12,10,14,12,11,47,37,69,41,42,39,47,44,44
119108,25,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,67,17,12,10,11,11,12,11,12,36,54,40,34,38,43,40,40,47
250043,18,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,82,14,13,13,14,13,17,12,12,47,46,43,44,49,50,57,44,47
250026,29,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,96,12,14,15,18,17,18,14,10,57,40,47,51,62,64,60,51,41
260031,10,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,76,19,14,12,14,12,13,11,24,43,59,47,41,49,47,44,40,75
250042,20,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,85,14,14,15,15,13,17,11,10,49,46,47,51,52,50,57,40,41
141222,11,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,82,18,17,15,15,10,13,12,12,47,56,56,51,52,39,44,44,47
141224,18,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,82,10,15,12,17,11,14,13,10,47,34,50,41,59,43,47,48,41
141234,28,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,101,15,14,15,18,22,15,17,13,60,49,47,51,62,75,50,61,49
141235,25,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,83,10,17,13,12,13,13,15,12,48,34,56,44,42,50,44,55,47
263001,28,10.00 to 30.99 months,Male,Some college or associate degree,Hispanic,west,65,12,10,10,11,12,12,10,10,34,40,33,34,38,47,40,36,41
141239,23,10.00 to 30.99 months,Female,Bachelor's degree or higher,Hispanic,south,83,19,13,18,14,13,13,12,15,48,59,43,59,49,50,44,44,55
141238,15,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,72,16,12,14,11,13,11,11,10,40,51,40,47,38,50,36,40,41
141241,10,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,109,12,21,20,18,14,18,18,16,65,40,67,65,62,54,60,64,57
141240,18,10.00 to 30.99 months,Male,Some college or associate degree,White,south,85,16,16,14,14,11,17,13,16,49,51,53,47,49,43,57,48,57
141236,12,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,96,15,14,16,18,13,18,17,18,57,49,47,54,62,50,60,61,62
250046,30,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,84,13,15,18,14,11,15,11,11,49,43,50,59,49,43,50,40,44
141274,18,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,80,17,14,14,14,10,15,13,22,46,54,47,47,49,39,50,48,71
250067,14,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,84,23,12,13,14,17,16,12,15,49,68,40,44,49,64,53,44,55
141301,11,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,84,21,15,12,13,10,15,19,23,49,64,50,41,46,39,50,67,73
141237,23,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,82,11,13,15,11,15,14,14,11,47,37,43,51,38,58,47,51,44
141299,18,10.00 to 30.99 months,Male,Some college or associate degree,Hispanic,south,91,13,12,13,21,17,14,14,16,54,43,40,44,71,64,47,51,57
250057,10,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,111,22,21,19,17,14,23,17,20,67,66,67,62,59,54,73,61,67
141304,13,10.00 to 30.99 months,Female,High school graduate (including GED),Hispanic,south,75,11,11,11,12,10,15,16,17,42,37,37,37,42,39,50,58,60
141306,18,10.00 to 30.99 months,Male,Some college or associate degree,Hispanic,south,98,20,17,20,20,12,15,14,16,58,61,56,65,68,47,50,51,57
250078,12,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,82,19,12,13,13,15,16,13,22,47,59,40,44,46,58,53,48,71
250071,10,10.00 to 30.99 months,Male,Bachelor's degree or higher,White,south,72,19,12,11,10,11,15,13,18,40,59,40,37,34,43,50,48,62
141310,13,10.00 to 30.99 months,Male,Some college or associate degree,MultiRacial,south,117,18,21,22,20,15,22,17,15,70,56,67,70,68,58,71,61,55
141309,15,10.00 to 30.99 months,Male,High school graduate (including GED),Hispanic,south,101,22,17,17,15,18,18,16,16,60,66,56,56,52,67,60,58,57
141308,23,NA,Male,Some college or associate degree,Black,south,60,10,10,10,10,10,10,10,10,30,34,33,34,34,39,32,36,41
141311,17,10.00 to 30.99 months,Male,Some college or associate degree,Hispanic,south,82,21,17,13,13,11,16,12,11,47,64,56,44,46,43,53,44,44
141320,26,10.00 to 30.99 months,Female,Some college or associate degree,Hispanic,south,110,19,24,19,16,16,20,15,11,66,59,74,62,56,61,65,55,44
141341,13,10.00 to 30.99 months,Female,High school graduate (including GED),Hispanic,south,100,22,17,19,15,14,21,14,24,60,66,56,62,52,54,68,51,75
250058,11,10.00 to 30.99 months,Female,Bachelor's degree or higher,White,south,87,13,16,14,17,11,14,15,16,51,43,53,47,59,43,47,55,57
119110,16,10.00 to 30.99 months,Female,Some college or associate degree,Black,south,122,10,24,19,17,20,21,21,18,73,34,74,62,59,74,68,73,62
275008,11,10.00 to 30.99 months,Female,High school graduate (including GED),Black,northeast,86,13,14,13,12,11,20,16,13,50,43,47,44,42,43,65,58,49
275021,19,10.00 to 30.99 months,Male,Did not complete high school (no diploma),White,northeast,100,18,17,13,22,12,23,13,13,60,56,56,44,74,47,73,48,49
275002,24,10.00 to 30.99 months,Male,High school graduate (including GED),White,northeast,84,23,13,15,15,14,11,16,12,49,68,43,51,52,54,36,58,47
292001,14,10.00 to 30.99 months,Male,High school graduate (including GED),Black,south,97,23,16,15,14,11,19,22,18,58,68,53,51,49,43,63,75,62
292002,15,10.00 to 30.99 months,Male,High school graduate (including GED),Black,south,99,26,19,18,17,14,14,17,17,59,74,61,59,59,54,47,61,60
292005,14,10.00 to 30.99 months,Female,High school graduate (including GED),Hispanic,south,90,19,20,16,16,14,11,13,12,53,59,64,54,56,54,36,48,47
292006,21,10.00 to 30.99 months,Female,Did not complete high school (no diploma),Black,south,85,13,18,10,12,17,14,14,15,49,43,58,34,42,64,47,51,55
292010,16,10.00 to 30.99 months,Male,Did not complete high school (no diploma),Hispanic,south,136,32,20,29,20,19,24,24,23,75,75,64,75,68,71,75,75,73
322008,14,10.00 to 30.99 months,Female,Some college or associate degree,Hispanic,south,90,15,16,13,17,11,16,17,10,53,49,53,44,59,43,53,61,41
322013,23,10.00 to 30.99 months,Female,High school graduate (including GED),Hispanic,south,84,23,14,11,14,16,16,13,10,49,68,47,37,49,61,53,48,41
322014,10,10.00 to 30.99 months,Female,High school graduate (including GED),Hispanic,south,100,12,25,14,15,13,18,15,11,60,40,75,47,52,50,60,55,44
322015,19,10.00 to 30.99 months,Female,Some college or associate degree,Hispanic,south,70,15,12,12,11,10,12,13,10,38,49,40,41,38,39,40,48,41
318080,19,10.00 to 30.99 months,Male,High school graduate (including GED),Black,midwest,67,12,12,12,10,12,10,11,11,36,40,40,41,34,47,32,40,44
318081,26,10.00 to 30.99 months,Female,High school graduate (including GED),Black,midwest,71,20,15,13,10,11,10,12,15,39,61,50,44,34,43,32,44,55
318080,19,10.00 to 30.99 months,Male,High school graduate (including GED),Black,midwest,65,18,10,11,11,12,11,10,11,34,56,33,37,38,47,36,36,44
318082,21,10.00 to 30.99 months,Male,Some college or associate degree,Hispanic,midwest,65,19,13,12,10,10,10,10,10,34,59,43,41,34,39,32,36,41
318083,27,10.00 to 30.99 months,Female,High school graduate (including GED),Hispanic,midwest,61,16,11,10,10,10,10,10,10,31,51,37,34,34,39,32,36,41
318085,24,10.00 to 30.99 months,Male,High school graduate (including GED),Hispanic,midwest,60,14,10,10,10,10,10,10,10,30,46,33,34,34,39,32,36,41
318084,27,10.00 to 30.99 months,Female,Did not complete high school (no diploma),Black,midwest,61,14,11,10,10,10,10,10,10,31,46,37,34,34,39,32,36,41
318086,21,10.00 to 30.99 months,Male,High school graduate (including GED),Black,midwest,62,19,12,10,10,10,10,10,12,32,59,40,34,34,39,32,36,47
