T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,179--240,32--40,32--40,33--40,31--40,33--40,31--40,31--40,32--40
74,177--178,31,31,31--32,-,30--32,-,-,30--31
73,176,-,30,30,30,-,30,30,-
72,167--175,-,-,28--29,29,29,29,29,-
71,163--166,30,28--29,27,27--28,27--28,27--28,28,29
70,159--162,-,26--27,26,26,26,26,27,-
69,141--158,-,24--25,25,22--25,24--25,24--25,25--26,28
68,123--140,29,23,23--24,20--21,22--23,22--23,21--24,27
67,109--122,-,20--22,22,18--19,20--21,20--21,19--20,26
66,96--108,28,18--19,20--21,17,18--19,18--19,17--18,25
65,91--95,27,17,19,16,17,16--17,16,24
64,88--90,-,16,18,15,16,15,15,23
63,85--87,26,15,16--17,14,15,14,14,22
62,82--84,25,-,15,13,-,-,-,21
61,79--81,24,14,-,-,14,13,13,20
60,76--78,-,13,14,12,13,-,-,19
59,72--75,23,-,-,-,-,12,12,-
58,71,22,12,13,-,-,-,-,18
57,69--70,-,-,-,-,12,-,-,17
56,68,21,-,12,11,-,11,11,16
55,67,-,11,-,-,-,-,-,15
54,66,20,-,-,-,11,-,-,-
53,65,19,-,11,-,-,-,-,14
52,64,-,-,-,-,-,-,-,13
51,63,18,-,-,-,-,-,-,-
50,62,17,-,-,-,-,-,-,12
49,-,16,-,-,-,-,-,-,-
48,-,15,-,-,-,-,-,-,-
47,61,-,-,-,-,-,-,-,11
46,-,14,-,-,10,-,10,-,-
45,-,-,10,-,-,10,-,10,-
44,-,13,-,10,-,-,-,-,-
43,-,-,-,-,-,-,-,-,-
42,-,12,-,-,-,-,-,-,-
41,-,-,-,-,-,-,-,-,-
40,60,11,-,-,-,-,-,-,10
39,-,-,-,-,-,-,-,-,-
38,-,-,-,-,-,-,-,-,-
37,-,-,-,-,-,-,-,-,-
36,-,-,-,-,-,-,-,-,-
35,-,-,-,-,-,-,-,-,-
34,-,10,-,-,-,-,-,-,-
33,-,-,-,-,-,-,-,-,-
32,-,-,-,-,-,-,-,-,-
31,-,-,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
