n_Eng,mean_Eng,sd_Eng,ES_Eng,n_Sp,mean_Sp,sd_Sp,ES_Sp,diff,ES_diff
299,88.82,12.31,NA,13,93.54,14.29,0.35,-4.72,-0.35
