n_Eng,mean_Eng,sd_Eng,ES_Eng,n_Sp,mean_Sp,sd_Sp,ES_Sp,diff,ES_diff
513,87.92,15.16,NA,27,88.63,13.96,0.05,-0.71,-0.05
