T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,163--240,32--40,40,-,31--40,-,25--40,26--40,-
74,155--162,31,30--39,37--40,-,-,24,25,-
73,149--154,-,28--29,-,28--30,33--40,23,24,-
72,145--148,29--30,27,-,27,-,22,23,31--40
71,139--144,-,26,31--36,26,30--32,-,22,29--30
70,134--138,28,25,29--30,25,29,21,-,28
69,130--133,27,24,28,24,27--28,20,21,26--27
68,128--129,26,23,26--27,23,26,-,20,25
67,122--127,-,22,25,22,25,19,-,24
66,119--121,25,21,24,-,24,18,19,23
65,115--118,24,20,23,21,23,-,18,22
64,112--114,-,-,22,20,22,17,-,21
63,109--111,23,19,21,-,-,-,17,20
62,106--108,22,18,-,19,21,-,-,-
61,103--105,-,-,20,-,20,16,16,19
60,101--102,21,17,19,18,19,-,-,18
59,99--100,-,-,-,-,-,15,-,-
58,96--98,20,16,18,17,18,-,15,17
57,94--95,-,-,17,-,-,-,-,-
56,92--93,19,-,-,16,17,14,14,16
55,90--91,-,15,16,-,-,-,-,-
54,88--89,18,-,-,15,16,-,-,15
53,86--87,-,14,-,-,-,13,-,-
52,84--85,17,-,15,-,15,-,13,-
51,83,-,-,-,14,-,-,-,14
50,81--82,16,13,14,-,-,-,-,-
49,79--80,-,-,-,-,14,12,12,-
48,78,-,-,-,-,-,-,-,13
47,76--77,15,-,13,13,13,-,-,-
46,75,-,12,-,-,-,-,-,-
45,74,14,-,-,-,-,-,-,12
44,72--73,-,-,-,-,-,11,11,-
43,71,-,-,12,12,12,-,-,-
42,70,13,11,-,-,-,-,-,-
41,69,-,-,-,-,-,-,-,11
40,68,-,-,-,-,-,-,-,-
39,67,-,-,11,11,11,10,10,-
38,65--66,12,-,-,-,-,-,-,-
37,64,-,10,-,-,-,-,-,-
36,63,-,-,-,-,-,-,-,10
35,62,11,-,-,-,10,-,-,-
34,-,-,-,10,-,-,-,-,-
33,61,-,-,-,10,-,-,-,-
32,60,-,-,-,-,-,-,-,-
31,-,10,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
