T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,174--240,31--40,28--40,31--40,29--40,31--40,27--40,30--40,31--40
74,163--173,29--30,-,30,28,-,-,-,30
73,159--162,-,27,29,27,30,-,29,29
72,153--158,-,-,28,26,29,26,-,28
71,149--152,28,26,-,-,-,25,27--28,-
70,146--148,-,25,-,25,28,-,25--26,27
69,142--145,27,24,27,24,27,24,24,26
68,132--141,-,-,26,23,-,23,23,25
67,123--131,26,23,25,-,26,21--22,-,-
66,119--122,25,22,24,22,25,-,22,24
65,116--118,-,21,23,-,24,20,21,23
64,113--115,24,-,22,21,23,19,20,22
63,110--112,-,20,21,20,22,18,19,21
62,107--109,23,19,-,19,21,17,18,-
61,104--106,-,18,20,-,20,-,17,20
60,102--103,22,-,-,18,-,16,16,19
59,99--101,21,17,19,-,19,-,-,18
58,97--98,-,-,-,17,18,15,15,-
57,94--96,20,16,18,-,-,-,-,17
56,92--93,19,-,17,16,17,14,14,-
55,89--91,-,15,-,-,-,-,-,16
54,87--88,18,-,16,15,16,13,13,-
53,85--86,-,14,-,-,-,-,-,15
52,82--84,17,-,15,-,15,-,-,-
51,80--81,-,13,-,14,-,12,12,14
50,79,16,-,14,-,14,-,-,-
49,77--78,-,-,-,-,-,-,-,13
48,76,15,12,13,13,13,-,-,-
47,74--75,-,-,-,-,-,11,11,12
46,73,-,-,-,-,-,-,-,-
45,72,14,-,12,12,12,-,-,-
44,71,-,11,-,-,-,-,-,11
43,70,13,-,-,-,-,-,-,-
42,69,-,-,-,-,11,-,-,-
41,67--68,-,-,11,11,-,-,-,-
40,66,12,-,-,-,-,10,-,-
39,65,-,-,-,-,-,-,10,-
38,64,-,10,-,-,-,-,-,-
37,63,11,-,-,-,-,-,-,10
36,-,-,-,-,-,10,-,-,-
35,62,-,-,10,-,-,-,-,-
34,-,-,-,-,10,-,-,-,-
33,-,-,-,-,-,-,-,-,-
32,61,-,-,-,-,-,-,-,-
31,-,10,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,60,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
