n_Eng,mean_Eng,sd_Eng,ES_Eng,n_Sp,mean_Sp,sd_Sp,ES_Sp,diff,ES_diff
761,98.69,20.07,NA,28,101.89,25.19,0.14,-3.2,-0.14
