T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,176--240,31--40,30--40,30--40,31--40,31--40,28--40,32--40,31--40
74,174--175,-,28--29,29,29--30,30,27,30--31,30
73,163--173,29--30,-,-,28,-,-,-,-
72,158--162,-,27,28,27,29,26,29,29
71,153--157,-,-,-,26,-,-,-,28
70,149--152,28,26,-,25,28,25,27--28,27
69,146--148,-,25,27,24,27,-,25--26,26
68,142--145,27,24,26,-,-,24,24,-
67,132--141,-,-,-,23,26,23,23,25
66,121--131,26,23,25,-,25,21--22,-,24
65,118--120,25,22,24,22,24,20,22,23
64,113--117,-,21,22--23,21,23,-,21,22
63,111--112,24,-,-,20,22,18--19,20,-
62,108--110,-,20,21,19,21,17,19,21
61,104--107,23,19,20,-,20,-,17--18,20
60,102--103,22,18,-,18,-,16,-,19
59,99--101,-,17,19,17,19,-,16,-
58,97--98,21,-,-,-,18,15,15,18
57,94--96,20,16,18,16,-,-,-,17
56,92--93,-,-,17,-,17,14,14,-
55,90--91,19,15,-,15,-,-,-,16
54,88--89,-,-,16,-,16,13,13,-
53,85--87,18,14,-,-,-,-,-,15
52,83--84,17,-,15,-,15,-,-,-
51,81--82,-,13,-,14,-,12,12,14
50,79--80,16,-,14,-,14,-,-,-
49,77--78,-,-,-,-,-,-,-,13
48,76,-,12,13,13,13,-,-,-
47,75,15,-,-,-,-,11,-,-
46,73--74,-,-,-,-,-,-,11,12
45,72,14,-,12,12,12,-,-,-
44,70--71,-,11,-,-,-,-,-,-
43,-,-,-,-,-,-,-,-,11
42,68--69,13,-,11,-,11,-,-,-
41,67,-,-,-,11,-,-,-,-
40,66,12,-,-,-,-,-,-,-
39,65,-,-,-,-,-,10,10,-
38,64,-,10,-,-,-,-,-,-
37,63,-,-,-,-,-,-,-,10
36,-,11,-,-,-,10,-,-,-
35,62,-,-,10,-,-,-,-,-
34,-,-,-,-,10,-,-,-,-
33,61,-,-,-,-,-,-,-,-
32,-,-,-,-,-,-,-,-,-
31,-,10,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,60,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
