T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,33--40,28--40,36--40,34--40,30--40,164--240,31--40,32--40,32--40
74,32,27,35,-,29,160--163,-,-,31
73,31,26,34,31--33,-,158--159,29--30,29--31,30
72,29--30,25,33,30,28,153--157,28,-,29
71,28,24,32,29,27,149--152,27,28,28
70,-,23,-,28,-,146--148,-,27,27
69,27,22,31,27,26,144--145,26,-,26
68,26,21,30,-,-,139--143,25,26,25
67,25,-,29,26,25,136--138,-,25,-
66,24,20,28,25,-,133--135,24,-,24
65,-,19,-,24,24,130--132,-,24,23
64,23,-,27,-,-,128--129,23,-,-
63,22,18,26,23,23,125--127,-,23,22
62,-,-,-,22,-,122--124,22,22,21
61,21,17,25,-,22,120--121,-,-,-
60,20,-,24,21,-,117--119,21,21,20
59,-,16,-,-,21,115--116,-,-,-
58,19,-,23,20,-,113--114,20,20,19
57,-,-,22,19,20,110--112,-,-,-
56,18,15,-,-,-,108--109,19,19,18
55,-,-,21,18,19,106--107,-,-,-
54,17,14,-,-,-,104--105,18,18,17
53,-,-,20,17,-,102--103,-,-,-
52,-,-,-,-,18,100--101,-,-,-
51,16,-,19,-,-,98--99,17,17,16
50,-,13,-,16,17,96--97,-,-,-
49,15,-,18,-,-,94--95,16,16,15
48,-,-,-,15,-,93,-,-,-
47,-,12,17,-,16,91--92,-,-,-
46,14,-,-,-,-,89--90,15,15,14
45,-,-,16,14,-,88,-,-,-
44,-,-,-,-,15,86--87,-,-,-
43,13,-,-,-,-,85,14,14,13
42,-,11,15,13,-,83--84,-,-,-
41,-,-,-,-,14,82,-,-,-
40,-,-,14,-,-,80--81,-,13,-
39,12,-,-,12,-,79,13,-,12
38,-,-,-,-,-,77--78,-,-,-
37,-,10,13,-,13,76,-,12,-
36,-,-,-,-,-,75,12,-,-
35,11,-,-,11,-,73--74,-,-,11
34,-,-,12,-,-,72,-,-,-
33,-,-,-,-,12,71,-,11,-
32,-,-,-,-,-,70,-,-,-
31,-,-,-,10,-,69,11,-,-
30,10,-,11,-,-,68,-,-,10
29,-,-,-,-,11,67,-,10,-
28,-,-,-,-,-,65--66,-,-,-
27,-,-,10,-,-,64,10,-,-
26,-,-,-,-,-,63,-,-,-
25,-,-,-,-,10,60--62,-,-,-
