T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,27--40,26--40,-,-,32--40,162--240,32--40,-,40
74,26,25,37--40,-,31,158--161,31,-,-
73,25,24,-,-,-,152--157,29--30,33--40,30--39
72,24,23,-,31--40,29--30,145--151,28,-,28--29
71,23,22,31--36,30,-,140--144,26--27,30--32,26--27
70,22,21,29--30,28--29,28,136--139,25,29,25
69,21,-,28,27,27,132--135,24,27--28,24
68,20,20,27,26,26,128--131,-,26,23
67,-,19,25--26,24--25,-,123--127,23,25,22
66,19,-,24,23,25,120--122,22,24,21
65,-,18,23,22,24,116--119,21,23,-
64,18,-,22,-,-,113--115,-,22,20
63,17,17,-,21,23,110--112,20,-,19
62,-,-,21,20,-,107--109,19,21,-
61,-,16,20,19,22,104--106,-,20,18
60,16,-,19,-,21,102--103,18,-,-
59,-,15,-,18,-,99--101,-,19,17
58,15,-,18,17,20,97--98,17,18,-
57,-,-,-,-,-,95--96,-,-,16
56,-,14,17,16,19,92--94,16,17,-
55,14,-,-,-,-,90--91,-,-,15
54,-,-,16,-,18,88--89,-,16,-
53,-,13,-,15,-,87,15,-,14
52,13,-,15,-,17,85--86,-,15,-
51,-,-,-,14,-,83--84,-,-,-
50,-,-,14,-,-,81--82,14,-,13
49,12,12,-,-,16,80,-,14,-
48,-,-,-,13,-,78--79,-,-,-
47,-,-,13,-,15,77,13,-,-
46,-,-,-,-,-,75--76,-,13,12
45,-,-,-,12,-,74,-,-,-
44,11,11,-,-,14,73,-,-,-
43,-,-,12,-,-,71--72,12,12,-
42,-,-,-,-,-,70,-,-,11
41,-,-,-,11,13,69,-,-,-
40,-,-,-,-,-,68,-,-,-
39,10,10,11,-,-,67,-,11,-
38,-,-,-,-,12,66,11,-,-
37,-,-,-,-,-,65,-,-,10
36,-,-,-,10,-,64,-,-,-
35,-,-,-,-,11,63,-,-,-
34,-,-,10,-,-,62,-,10,-
33,-,-,-,-,-,61,10,-,-
32,-,-,-,-,-,60,-,-,-
31,-,-,-,-,10,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
