T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,164--240,30--40,32--40,36--40,31--40,32--40,28--40,33--40,34--40
74,160--163,29,31,35,-,-,27,32,-
73,158--159,-,30,34,29--30,29--31,26,31,31--33
72,153--157,28,29,33,28,-,25,29--30,30
71,149--152,27,28,32,27,28,24,28,29
70,146--148,-,27,-,-,27,23,-,28
69,144--145,26,26,31,26,-,22,27,27
68,139--143,-,25,30,25,26,21,26,-
67,136--138,25,-,29,-,25,-,25,26
66,133--135,-,24,28,24,-,20,24,25
65,130--132,24,23,-,-,24,19,-,24
64,128--129,-,-,27,23,-,-,23,-
63,125--127,23,22,26,-,23,18,22,23
62,122--124,-,21,-,22,22,-,-,22
61,120--121,22,-,25,-,-,17,21,-
60,117--119,-,20,24,21,21,-,20,21
59,115--116,21,-,-,-,-,16,-,-
58,113--114,-,19,23,20,20,-,19,20
57,110--112,20,-,22,-,-,-,-,19
56,108--109,-,18,-,19,19,15,18,-
55,106--107,19,-,21,-,-,-,-,18
54,104--105,-,17,-,18,18,14,17,-
53,102--103,-,-,20,-,-,-,-,17
52,100--101,18,-,-,-,-,-,-,-
51,98--99,-,16,19,17,17,-,16,-
50,96--97,17,-,-,-,-,13,-,16
49,94--95,-,15,18,16,16,-,15,-
48,93,-,-,-,-,-,-,-,15
47,91--92,16,-,17,-,-,12,-,-
46,89--90,-,14,-,15,15,-,14,-
45,88,-,-,16,-,-,-,-,14
44,86--87,15,-,-,-,-,-,-,-
43,85,-,13,-,14,14,-,13,-
42,83--84,-,-,15,-,-,11,-,13
41,82,14,-,-,-,-,-,-,-
40,80--81,-,-,14,-,13,-,-,-
39,79,-,12,-,13,-,-,12,12
38,77--78,-,-,-,-,-,-,-,-
37,76,13,-,13,-,12,10,-,-
36,75,-,-,-,12,-,-,-,-
35,73--74,-,11,-,-,-,-,11,11
34,72,-,-,12,-,-,-,-,-
33,71,12,-,-,-,11,-,-,-
32,70,-,-,-,-,-,-,-,-
31,69,-,-,-,11,-,-,-,10
30,68,-,10,11,-,-,-,10,-
29,67,11,-,-,-,10,-,-,-
28,65--66,-,-,-,-,-,-,-,-
27,64,-,-,10,10,-,-,-,-
26,63,-,-,-,-,-,-,-,-
25,60--62,10,-,-,-,-,-,-,-
