IDNumber,q0011_0001,q0013_0001,q0014_0001,q0016_0001,q0018_0001,q0019_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,TOT_raw
160001,3,3,2,3,2,1,2,1,2,1,2,2,1,1,1,27
160004,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
160002,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,19
160003,3,2,3,2,1,1,2,1,2,2,1,1,1,2,1,25
160005,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,22
160009,2,2,2,3,1,1,2,1,1,3,2,1,3,1,2,27
160010,3,3,3,2,1,1,2,1,1,2,2,1,1,1,1,25
160007,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,20
160006,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,17
119008,3,3,2,2,1,1,2,1,1,1,1,2,2,2,1,25
134025,3,1,2,2,2,1,2,2,2,2,1,1,1,2,2,26
134026,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,19
134030,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,20
119031,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,20
119030,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,21
119033,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,19
119032,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
119036,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
119009,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
119073,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
134031,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,18
141102,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17
141136,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,18
141135,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,20
141134,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
141149,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17
141161,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,18
141163,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,18
141166,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17
141167,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,18
141168,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,18
141148,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,18
141147,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,17
141142,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,21
141145,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,18
141144,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,17
144020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
141146,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,19
144026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
144030,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,19
144031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144032,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,19
144029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
144028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144027,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
141175,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,21
141174,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,19
141177,3,1,2,3,2,1,2,2,2,2,1,1,1,2,3,28
144038,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,18
144039,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,17
144046,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,18
144047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141184,2,1,1,2,2,1,3,1,1,1,1,1,1,2,1,21
141141,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,20
119005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141172,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
119068,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,17
119066,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17
119065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119015,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,18
119035,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
119051,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,19
141140,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
141138,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
141139,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
141171,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,17
141180,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17
141179,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,19
144018,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,20
144019,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
119076,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,19
119070,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
144058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141137,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,20
141143,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,17
132035,3,1,3,4,1,2,1,1,1,1,1,1,1,1,1,23
119027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119060,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,16
119061,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,17
119038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193026,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
193025,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,20
193024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193023,2,1,2,3,2,2,1,1,1,1,1,1,1,2,1,22
193022,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17
193021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193018,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
193019,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,19
193017,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,19
193016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193015,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,17
189051,2,2,1,2,1,1,2,3,2,1,1,1,1,1,1,22
193069,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
193070,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
182038,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,17
182039,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,19
182056,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17
182055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
182054,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17
193068,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
