IDNumber,data,DriveForm,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,TOT_raw
141098,Eng,TeenSR,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,3,1,26
141105,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
141126,Eng,TeenSR,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,3,1,24
141127,Eng,TeenSR,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,30
141128,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,20
141129,Eng,TeenSR,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,23
141130,Eng,TeenSR,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,22
141154,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19
141156,Eng,TeenSR,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,26
141160,Eng,TeenSR,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,28
141169,Eng,TeenSR,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,2,1,1,24
141267,Eng,TeenSR,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,21
141275,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
141278,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
141280,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
141281,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
141289,Eng,TeenSR,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,3,1,27
141296,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21
141303,Eng,TeenSR,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,2,24
158031,Eng,TeenSR,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,20
158032,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,22
158033,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19
158035,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
158037,Eng,TeenSR,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,23
158038,Eng,TeenSR,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,3,27
158042,Eng,TeenSR,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,21
158043,Eng,TeenSR,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,22
158047,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
158048,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
158050,Eng,TeenSR,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,22
160011,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
160013,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
160014,Eng,TeenSR,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,19
160015,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
160019,Eng,TeenSR,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,25
160020,Eng,TeenSR,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,21
160021,Eng,TeenSR,3,3,2,2,3,1,1,1,1,2,2,2,1,1,1,1,2,2,31
160022,Eng,TeenSR,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,23
160023,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
160024,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
160025,Eng,TeenSR,3,2,2,2,3,1,1,1,1,2,2,1,1,1,1,2,2,2,30
178028,Eng,TeenSR,2,2,2,1,2,1,3,3,1,2,1,1,1,2,1,1,1,1,28
178031,Eng,TeenSR,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,23
178033,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,19
178043,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19
178045,Eng,TeenSR,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,28
189068,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,20
189069,Eng,TeenSR,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,25
190117,Eng,TeenSR,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,20
190125,Eng,TeenSR,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,19
193032,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
193042,Eng,TeenSR,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,22
193045,Eng,TeenSR,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,21
193048,Eng,TeenSR,2,1,3,2,2,1,1,2,2,1,3,4,1,2,1,2,2,2,34
193049,Eng,TeenSR,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20
193056,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
193057,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
193062,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
193064,Eng,TeenSR,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,21
193065,Eng,TeenSR,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,3,2,28
193066,Eng,TeenSR,2,2,1,1,2,1,1,1,1,1,2,1,1,3,1,3,1,2,27
193067,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
197002,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,19
199029,Eng,TeenSR,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,20
199030,Eng,TeenSR,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,25
199031,Eng,TeenSR,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21
199033,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19
199035,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
199037,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
199040,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
203008,Eng,TeenSR,2,2,1,2,2,1,4,3,2,1,2,1,1,2,1,2,2,2,33
203021,Eng,TeenSR,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,22
214008,Eng,TeenSR,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,22
214015,Eng,TeenSR,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,3,3,2,31
230023,Eng,TeenSR,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,22
230024,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19
230027,Eng,TeenSR,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,25
275023,Eng,TeenSR,3,1,2,2,3,2,1,2,1,1,1,1,2,1,1,1,4,1,30
292036,Eng,TeenSR,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,22
292037,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
294039,Eng,TeenSR,1,2,2,2,1,2,1,2,1,1,1,1,1,3,1,2,3,2,29
294040,Eng,TeenSR,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,20
294052,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19
294059,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,21
294060,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
298006,Eng,TeenSR,2,2,2,3,2,2,3,2,1,1,4,3,3,2,3,3,1,2,41
298009,Eng,TeenSR,2,2,1,2,2,2,2,2,3,1,2,2,3,2,3,4,4,3,42
298010,Eng,TeenSR,2,4,2,1,2,3,2,2,1,1,3,2,2,1,2,4,2,3,39
298013,Eng,TeenSR,2,2,2,3,2,2,3,3,2,2,3,1,2,3,2,3,1,3,41
298016,Eng,TeenSR,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,22
298017,Eng,TeenSR,3,2,2,4,3,1,3,3,2,2,3,2,2,2,1,2,2,1,40
298018,Eng,TeenSR,2,2,2,1,1,4,3,3,1,1,1,2,3,2,3,3,2,2,38
298032,Eng,TeenSR,3,2,1,1,1,1,1,1,1,2,2,4,3,3,3,2,3,4,38
298039,Eng,TeenSR,2,2,1,2,2,3,2,2,2,1,2,2,2,4,3,2,1,2,37
298040,Eng,TeenSR,2,3,2,3,2,1,3,3,2,2,1,2,2,3,2,1,2,2,38
298041,Eng,TeenSR,2,2,1,3,1,2,1,2,2,2,1,2,3,3,3,2,2,2,36
315008,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
315011,Eng,TeenSR,3,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,3,1,27
315013,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,20
315027,Eng,TeenSR,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,20
317004,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,20
317025,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21
318056,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
318057,Eng,TeenSR,2,2,3,2,2,2,2,2,1,1,3,1,1,1,1,3,3,2,34
318058,Eng,TeenSR,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,24
318062,Eng,TeenSR,3,3,3,3,1,1,2,1,1,1,1,1,1,3,1,1,1,2,30
318063,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,20
318065,Eng,TeenSR,1,1,3,3,2,2,3,4,3,3,1,1,2,1,3,1,2,3,39
318119,Sp,TeenSRsp,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,40
318120,Sp,TeenSRsp,2,2,2,2,1,2,2,2,1,1,1,2,2,3,3,3,3,2,36
318122,Sp,TeenSRsp,3,2,2,2,2,3,3,3,3,2,2,2,1,1,1,2,2,1,37
318124,Sp,TeenSRsp,3,2,2,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,32
318128,Sp,TeenSRsp,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,22
319006,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,23
319009,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,21
319045,Eng,TeenSR,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,21
320030,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
320036,Eng,TeenSR,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,4,4,4,35
320037,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
320045,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
320054,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
321001,Eng,TeenSR,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,21
321014,Eng,TeenSR,1,2,1,3,1,2,1,2,2,2,3,1,1,2,1,2,2,1,30
321023,Eng,TeenSR,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,23
321029,Eng,TeenSR,1,2,2,1,2,3,2,2,1,2,2,1,2,2,2,2,3,2,34
321031,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19
321033,Eng,TeenSR,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,22
323025,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
349011,Eng,TeenSR,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,20
349021,Eng,TeenSR,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,23
349023,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,20
349026,Eng,TeenSR,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,21
349030,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,23
349031,Eng,TeenSR,1,1,2,2,2,1,1,2,1,1,1,1,3,1,1,2,3,2,28
349053,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
357006,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,20
357018,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
357019,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
357035,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
359002,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20
361025,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
361049,Eng,TeenSR,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,27
362005,Sp,TeenSRsp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
362026,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
362026,Sp,TeenSRsp,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,22
362030,Eng,TeenSR,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,20
362036,Sp,TeenSRsp,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,23
362037,Sp,TeenSRsp,2,2,2,2,2,3,2,1,2,2,2,3,2,2,2,2,3,2,38
369005,Sp,TeenSRsp,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,25
382034,Eng,TeenSR,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,20
382038,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,20
383014,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
383020,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
383022,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
383047,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
383049,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
393006,Eng,TeenSR,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,23
393009,Eng,TeenSR,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,21
397006,Sp,TeenSRsp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
405003,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19
405004,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,4,1,28
405006,Eng,TeenSR,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,24
405016,Eng,TeenSR,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,23
410024,Eng,TeenSR,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,22
410026,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
700980,Eng,TeenSR,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,4,25
700981,Eng,TeenSR,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,20
700985,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
700987,Eng,TeenSR,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,23
700990,Eng,TeenSR,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,21
700991,Eng,TeenSR,2,2,1,2,1,1,3,3,1,1,1,1,1,1,1,2,3,2,29
700993,Eng,TeenSR,2,2,2,1,2,1,3,3,1,1,1,2,1,1,1,1,4,1,30
700997,Eng,TeenSR,2,2,1,3,1,3,1,2,2,1,3,3,1,3,1,3,1,1,34
700998,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
700999,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,19
701006,Eng,TeenSR,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,2,29
701011,Eng,TeenSR,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,22
701014,Eng,TeenSR,2,2,2,2,2,1,2,3,2,2,2,2,3,1,1,1,3,2,35
701025,Eng,TeenSR,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,22
701026,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701028,Eng,TeenSR,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,23
701031,Eng,TeenSR,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,23
701032,Eng,TeenSR,2,3,2,1,3,2,2,1,1,3,3,1,1,1,1,2,1,1,31
701034,Eng,TeenSR,1,1,2,2,1,4,1,2,1,2,2,1,2,3,1,2,2,1,31
701036,Eng,TeenSR,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,23
701038,Eng,TeenSR,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,22
701045,Eng,TeenSR,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,22
701046,Eng,TeenSR,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,23
701048,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701051,Eng,TeenSR,3,1,1,1,4,2,1,3,1,1,1,2,1,1,1,1,4,3,32
701054,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701055,Eng,TeenSR,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,22
701060,Eng,TeenSR,2,2,1,3,2,1,1,1,1,3,3,1,1,3,1,2,3,2,33
701062,Eng,TeenSR,2,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,3,2,32
701066,Eng,TeenSR,1,1,1,1,1,1,2,4,2,1,2,2,1,1,1,2,2,2,28
701069,Eng,TeenSR,1,2,2,1,2,1,1,1,1,1,2,3,1,1,2,2,2,1,27
701070,Eng,TeenSR,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,3,2,31
701071,Eng,TeenSR,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,3,2,26
701072,Eng,TeenSR,3,2,1,1,4,2,2,3,1,1,3,1,1,1,1,1,4,1,33
701073,Eng,TeenSR,2,2,2,1,2,3,1,3,1,2,2,1,3,1,1,1,3,1,32
701074,Eng,TeenSR,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,3,1,25
701076,Eng,TeenSR,1,1,1,1,2,1,2,3,1,1,2,2,1,1,1,1,3,3,28
701078,Eng,TeenSR,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,21
701079,Eng,TeenSR,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,2,24
701081,Eng,TeenSR,2,1,1,2,2,1,1,1,2,1,2,3,2,1,1,2,4,2,31
701082,Eng,TeenSR,2,3,2,3,2,1,1,2,1,1,3,2,2,2,2,2,4,2,37
701085,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701086,Eng,TeenSR,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,20
701089,Eng,TeenSR,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,23
701091,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701092,Eng,TeenSR,4,1,1,3,3,2,2,2,1,2,2,2,2,2,1,1,2,1,34
701094,Eng,TeenSR,2,2,2,4,3,1,1,1,1,2,2,2,1,4,1,4,4,1,38
701096,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701098,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20
701099,Eng,TeenSR,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,22
701100,Eng,TeenSR,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,24
701105,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,23
701106,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,20
701109,Eng,TeenSR,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,30
701111,Eng,TeenSR,1,1,1,1,3,2,4,3,1,1,2,1,4,2,1,3,1,1,33
701112,Eng,TeenSR,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,3,4,2,32
701114,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701116,Eng,TeenSR,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,3,2,24
701117,Eng,TeenSR,2,2,1,2,3,4,1,4,4,2,3,3,2,1,1,2,2,2,41
701118,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701119,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701121,Eng,TeenSR,2,3,3,3,3,2,2,2,2,2,4,3,1,2,1,2,3,2,42
701125,Eng,TeenSR,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,1,24
701129,Eng,TeenSR,4,1,1,1,2,1,1,3,2,2,2,4,1,1,1,1,2,2,32
701131,Eng,TeenSR,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,3,2,27
701133,Eng,TeenSR,1,2,2,1,3,2,3,3,2,1,4,2,4,3,4,4,1,2,44
701135,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701136,Eng,TeenSR,2,2,1,2,3,3,3,4,1,1,2,3,1,2,1,2,3,4,40
