T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,134--240,36--40,28--40,27--40,24--40,22--40,29--40,21--40,32--40
74,131--133,35,27,-,23,21,28,-,27--31
73,129--130,34,26,26,-,-,27,20,-
72,126--128,33,-,25,22,-,-,-,26
71,-,-,25,-,-,20,-,-,25
70,122--125,-,24,24,21,-,25--26,19,-
69,120--121,-,-,-,-,19,-,-,24
68,118--119,30--32,23,23,20,-,24,18,-
67,115--117,29,-,-,-,-,-,-,23
66,-,-,22,22,-,18,23,-,22
65,111--114,28,-,21,19,-,22,17,-
64,109--110,27,21,-,-,-,-,-,21
63,107--108,26,-,20,18,17,21,-,-
62,105--106,-,20,-,-,-,-,16,20
61,103--104,25,-,19,-,-,20,-,-
60,101--102,24,19,-,17,16,-,-,19
59,99--100,-,-,18,-,-,19,15,-
58,97--98,23,18,-,16,-,-,-,18
57,96,-,-,-,-,15,18,-,-
56,94--95,22,-,17,-,-,-,-,-
55,92--93,21,17,-,15,-,17,14,17
54,91,-,-,16,-,14,-,-,-
53,89--90,20,16,-,-,-,-,-,16
52,87--88,-,-,-,14,-,16,13,-
51,86,19,-,15,-,-,-,-,15
50,84--85,-,15,-,-,13,15,-,-
49,82--83,18,-,14,-,-,-,-,-
48,81,-,14,-,13,-,-,12,14
47,79--80,17,-,-,-,-,14,-,-
46,78,-,-,13,-,12,-,-,-
45,77,16,13,-,12,-,-,-,13
44,75--76,-,-,-,-,-,13,11,-
43,74,-,-,12,-,-,-,-,-
42,72--73,15,-,-,-,11,-,-,12
41,71,-,12,-,11,-,12,-,-
40,70,14,-,-,-,-,-,-,-
39,69,-,-,11,-,-,-,10,-
38,67--68,-,11,-,-,-,11,-,11
37,66,13,-,-,-,10,-,-,-
36,65,-,-,10,10,-,-,-,-
35,64,-,-,-,-,-,-,-,10
34,62--63,12,10,-,-,-,10,-,-
33,61,-,-,-,-,-,-,-,-
32,60,-,-,-,-,-,-,-,-
31,-,11,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,10,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
