T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,-,-,-,-,-,-,-,-,-
74,-,-,-,-,-,-,-,-,-
73,-,-,-,-,-,-,-,-,-
72,-,-,-,-,-,-,-,-,-
71,169--240,-,30--40,31--40,26--40,35--40,31--40,25--40,30--40
70,-,-,-,-,-,-,-,-,-
69,124--168,28--40,21--29,23--30,23--25,22--34,22--30,22--24,29
68,-,-,-,-,-,-,-,-,-
67,113--123,-,20,22,18--22,-,21,19--21,23--28
66,111--112,-,17--19,-,17,19--21,-,18,21--22
65,-,27,16,19--21,16,16--18,18--20,-,20
64,94--110,-,-,18,-,15,-,17,-
63,88--93,25--26,-,17,15,14,-,-,19
62,85--87,24,15,16,14,-,17,16,18
61,80--84,23,-,-,-,13,16,15,17
60,79,22,-,-,-,-,15,14,-
59,78,21,-,15,13,12,14,-,16
58,76--77,20,14,-,-,-,-,13,-
57,74--75,19,-,-,-,-,13,-,15
56,73,18,-,14,-,-,-,12,-
55,72,-,13,-,12,11,12,-,14
54,71,-,-,-,-,-,-,-,13
53,70,17,-,13,-,-,11,11,-
52,69,-,-,-,-,-,-,-,-
51,-,16,12,-,-,-,-,-,12
50,68,15,-,12,11,-,-,-,-
49,67,-,-,-,-,-,-,-,-
48,-,14,-,-,-,-,-,-,11
47,66,13,11,-,-,-,-,-,-
46,65,-,-,11,-,-,-,-,-
45,64,-,-,-,-,10,-,-,-
44,-,12,-,-,-,-,10,10,-
43,63,-,-,-,-,-,-,-,-
42,-,11,-,-,10,-,-,-,-
41,-,-,-,-,-,-,-,-,10
40,61--62,-,10,-,-,-,-,-,-
39,-,-,-,10,-,-,-,-,-
38,-,-,-,-,-,-,-,-,-
37,-,-,-,-,-,-,-,-,-
36,-,10,-,-,-,-,-,-,-
35,60,-,-,-,-,-,-,-,-
34,-,-,-,-,-,-,-,-,-
33,-,-,-,-,-,-,-,-,-
32,-,-,-,-,-,-,-,-,-
31,-,-,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
