raw,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,TOT_NT,PLA_NT,SOC_NT
10,40,40,40,41,40,41,,40,40
11,43,44,47,50,48,49,,43,40
12,47,48,51,55,51,53,,46,40
13,51,51,54,58,54,56,,48,41
14,53,53,56,61,56,58,,50,43
15,55,55,58,63,58,60,,52,45
16,57,58,60,64,59,62,,54,46
17,59,60,61,66,60,63,,56,47
18,61,61,63,67,62,65,,57,49
19,62,62,64,68,63,66,,59,50
20,63,63,65,68,64,68,,61,52
21,65,64,67,69,66,68,,62,53
22,67,65,68,70,67,69,,63,55
23,68,66,68,70,68,70,,64,57
24,69,67,69,72,69,72,,65,58
25,71,68,71,73,70,74,,67,60
26,72,70,72,73,71,77,,69,61
27,72,72,74,74,72,77,,71,62
28,72,74,74,74,72,77,,72,63
29,72,74,75,74,74,77,,72,64
30,72,76,77,76,76,77,,73,66
31,75,76,80,76,76,77,,73,69
32,77,80,80,76,76,77,,75,72
33,80,80,80,76,76,77,,75,74
34,80,80,80,80,76,80,,75,76
35,80,80,80,80,80,80,,78,76
36,80,80,80,80,80,80,,78,80
37,80,80,80,80,80,80,,78,80
38,80,80,80,80,80,80,,78,80
39,80,80,80,80,80,80,,78,80
40,80,80,80,80,80,80,,78,80
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,40,,
61,,,,,,,40,,
62,,,,,,,40,,
63,,,,,,,40,,
64,,,,,,,42,,
65,,,,,,,43,,
66,,,,,,,45,,
67,,,,,,,46,,
68,,,,,,,47,,
69,,,,,,,47,,
70,,,,,,,48,,
71,,,,,,,49,,
72,,,,,,,50,,
73,,,,,,,50,,
74,,,,,,,51,,
75,,,,,,,52,,
76,,,,,,,53,,
77,,,,,,,53,,
78,,,,,,,53,,
79,,,,,,,54,,
80,,,,,,,54,,
81,,,,,,,55,,
82,,,,,,,55,,
83,,,,,,,56,,
84,,,,,,,56,,
85,,,,,,,57,,
86,,,,,,,57,,
87,,,,,,,57,,
88,,,,,,,58,,
