T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,-,-,-,-,-,-,-,-,-
74,157--240,28--40,33--40,28--40,26--40,23--40,27--40,28--40,34--40
73,-,-,-,-,-,-,-,-,-
72,133--156,25--27,32,23--27,-,19--22,-,-,32--33
71,121--132,-,30--31,-,22--25,-,23--26,22--27,31
70,120,24,-,-,-,18,22,-,-
69,112--119,-,28--29,21--22,21,17,21,21,30
68,111,23,27,-,20,-,-,20,-
67,-,22,-,-,-,16,20,-,-
66,110,-,26,20,-,-,-,-,29
65,107--109,21,-,-,19,-,19,19,-
64,105--106,-,-,-,-,15,-,-,28
63,104,20,25,19,-,-,-,-,-
62,102--103,-,-,-,18,-,18,18,27
61,101,-,-,18,-,14,-,-,26
60,100,19,24,-,-,-,-,-,25
59,99,-,-,17,17,13,17,17,-
58,97--98,-,23,-,-,-,-,-,24
57,96,18,-,16,-,-,-,-,23
56,95,-,-,-,16,-,16,16,-
55,93--94,17,22,-,-,12,-,-,22
54,92,-,-,-,-,-,-,15,-
53,91,-,21,15,15,-,15,-,21
52,90,16,-,-,-,-,-,-,20
51,89,-,20,-,-,-,-,14,19
50,88,15,-,-,-,11,-,-,18
49,87,-,19,14,14,-,-,-,-
48,86,14,-,-,-,-,14,13,17
47,85,-,-,-,-,-,-,-,-
46,-,-,18,13,-,-,-,-,16
45,84,13,-,-,13,-,-,-,15
44,83,-,-,-,-,-,13,12,-
43,82,-,17,-,-,-,-,-,14
42,81,12,-,-,-,-,-,-,13
41,80,-,16,12,12,10,-,11,-
40,78--79,-,-,-,-,-,-,-,12
39,77,-,15,-,-,-,12,-,11
38,76,11,-,-,-,-,-,-,-
37,75,-,14,-,11,-,-,-,-
36,73--74,-,-,11,-,-,-,-,-
35,72,-,-,-,-,-,11,10,10
34,70--71,-,13,-,-,-,-,-,-
33,69,-,-,-,-,-,-,-,-
32,66--68,-,12,-,-,-,-,-,-
31,65,10,-,-,10,-,-,-,-
30,64,-,11,10,-,-,-,-,-
29,62--63,-,-,-,-,-,10,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,10,-,-,-,-,-,-
25,60--61,-,-,-,-,-,-,-,-
