T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,-,-,-,-,-,-,-,-,-
74,-,-,-,-,-,-,-,-,-
73,-,-,-,-,-,-,-,-,-
72,-,-,-,-,-,-,-,-,-
71,157--240,28--40,33--40,28--40,26--40,23--40,27--40,28--40,34--40
70,-,-,-,-,-,-,-,-,-
69,133--156,25--27,32,-,22--25,18--22,23--26,22--27,32--33
68,121--132,-,-,21--27,-,-,21--22,21,31
67,-,24,28--31,-,21,16--17,-,-,-
66,111--120,-,-,-,-,-,20,20,-
65,110,23,27,-,20,15,19,-,30
64,107--109,22,-,20,19,-,-,19,-
63,106,-,26,-,18,14,-,-,29
62,104--105,21,-,-,-,-,-,-,-
61,103,-,-,19,-,-,18,18,-
60,102,20,25,-,17,13,-,-,28
59,101,-,-,18,-,-,-,-,-
58,100,-,-,17,-,12,17,-,27
57,99,19,24,-,16,-,-,17,26
56,97--98,-,-,-,-,-,16,-,25
55,96,18,23,16,-,-,-,-,-
54,94--95,-,-,-,-,-,-,16,24
53,93,17,-,-,15,11,15,-,23
52,91--92,-,22,-,-,-,-,-,22
51,-,-,-,15,-,-,-,15,-
50,90,16,21,-,-,-,-,-,21
49,89,-,-,-,-,-,-,-,20
48,88,15,20,-,14,-,14,-,19
47,-,-,-,14,-,-,-,14,18
46,87,14,-,-,-,-,-,-,17
45,-,-,-,-,-,-,-,-,-
44,86,13,19,-,13,-,-,13,16
43,85,-,-,13,-,10,13,-,15
42,84,-,18,-,-,-,-,-,14
41,-,-,-,-,-,-,-,-,13
40,83,12,-,-,12,-,-,12,-
39,81--82,-,17,12,-,-,-,-,12
38,-,-,-,-,-,-,-,-,11
37,80,-,16,-,-,-,12,-,-
36,79,11,-,-,11,-,-,-,-
35,77--78,-,15,11,-,-,-,11,-
34,73--76,-,14,-,-,-,11,-,10
33,-,-,-,-,-,-,-,-,-
32,69--72,-,13,-,10,-,-,-,-
31,65--68,-,12,-,-,-,-,-,-
30,-,10,-,10,-,-,-,10,-
29,-,-,11,-,-,-,10,-,-
28,-,-,-,-,-,-,-,-,-
27,60--64,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,10,-,-,-,-,-,-
