T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,136--240,28--40,33--40,24--40,23--40,21--40,26--40,23--40,28--40
74,-,-,25--32,-,22,-,24--25,-,-
73,-,-,-,23,-,20,-,22,-
72,122--135,-,24,-,-,-,-,-,26--27
71,-,26--27,-,-,21,-,23,-,-
70,-,-,-,22,-,19,-,21,25
69,117--121,25,23,-,-,-,-,-,24
68,-,-,-,-,20,-,22,-,-
67,114--116,24,22,21,-,18,-,20,23
66,113,-,-,-,-,-,21,-,-
65,111--112,23,-,20,19,-,-,-,22
64,109--110,-,21,-,-,17,-,19,-
63,108,22,-,-,-,-,20,-,21
62,106--107,-,20,19,18,-,-,-,-
61,-,-,-,-,-,16,-,18,20
60,103--105,21,-,-,-,-,19,-,-
59,102,-,19,18,-,-,-,-,19
58,100--101,20,-,-,17,-,-,17,-
57,99,-,18,-,-,15,18,-,18
56,97--98,19,-,17,-,-,-,-,-
55,96,-,-,-,16,-,-,16,17
54,94--95,-,17,-,-,14,-,-,-
53,93,18,-,16,-,-,17,-,16
52,91--92,-,-,-,-,-,-,15,-
51,90,17,16,-,15,-,-,-,15
50,89,-,-,15,-,13,16,-,-
49,87--88,16,-,-,-,-,-,14,-
48,86,-,15,-,14,-,-,-,14
47,84--85,-,-,14,-,12,15,-,-
46,83,15,-,-,-,-,-,-,13
45,82,-,14,-,-,-,-,13,-
44,80--81,-,-,13,13,-,-,-,12
43,79,14,-,-,-,11,14,-,-
42,78,-,13,-,-,-,-,12,-
41,76--77,13,-,-,-,-,-,-,11
40,75,-,-,12,12,-,13,-,-
39,74,-,12,-,-,10,-,-,-
38,72--73,12,-,-,-,-,-,11,10
37,71,-,-,11,-,-,-,-,-
36,70,-,-,-,11,-,12,-,-
35,69,11,11,-,-,-,-,-,-
34,68,-,-,-,-,-,-,10,-
33,67,-,-,10,-,-,-,-,-
32,65--66,10,10,-,10,-,11,-,-
31,-,-,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,60--64,-,-,-,-,-,10,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
